"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","sex","state","year"
"416",0,35,1,"Cancers",0.000130864644789892,0.000190716740692315,0.000152664450916134,"Female","Alabama",2003
"417",0,35,1,"Cardiovascular",0.000623081484719297,0.000747825917814307,0.000664502850506793,"Female","Alabama",2003
"418",0,35,1,"Communicable",7.80296033734283e-05,0.000117815261495024,9.15920252186365e-05,"Female","Alabama",2003
"419",0,35,1,"Injuries",-8.93285857371183e-05,-6.56036735843675e-05,-8.10076467949192e-05,"Female","Alabama",2003
"420",0,35,1,"Non-communicable",0.000141298815774142,0.00020696315761417,0.000159395438397319,"Female","Alabama",2003
"421",0,36,0,"All other causes",0.000479658788759823,0.000590167365016559,0.000518573131253215,"Male","Alabama",2004
"422",0,36,0,"Cancers",0.000720613344761065,0.000855145590034387,0.000772121227487923,"Male","Alabama",2004
"423",0,36,0,"Cardiovascular",0.00104266478486109,0.00122786177911179,0.00110625476793722,"Male","Alabama",2004
"424",0,36,0,"Communicable",0.00025627413066214,0.000322409002781324,0.000276565794786865,"Male","Alabama",2004
"425",0,36,0,"Injuries",9.71210120360596e-05,0.000157908744503502,0.000119499609949007,"Male","Alabama",2004
"426",0,36,0,"Non-communicable",0.000203244747639168,0.000293827810256706,0.000229345408495512,"Male","Alabama",2004
"427",0,36,1,"All other causes",0.000217256674614215,0.000290156014623202,0.000240203494122068,"Female","Alabama",2004
"428",0,36,1,"Cancers",0.00012589698863456,0.000186791729577962,0.000145254880253587,"Female","Alabama",2004
"429",0,36,1,"Cardiovascular",0.000725408396353287,0.00084231056357976,0.000759946780953493,"Female","Alabama",2004
"430",0,36,1,"Communicable",7.99406311370274e-05,0.000120275538862134,9.43069466165746e-05,"Female","Alabama",2004
"431",0,36,1,"Injuries",-0.000105341932915336,-8.28740127906017e-05,-9.83213416114076e-05,"Female","Alabama",2004
"432",0,36,1,"Non-communicable",0.000141562458422109,0.000214061024197427,0.00016625229435771,"Female","Alabama",2004
"433",0,37,0,"All other causes",0.000459680567479101,0.000573857280591395,0.000500412101121451,"Male","Alabama",2005
"434",0,37,0,"Cancers",0.0007197245269244,0.000842707246989033,0.000764703613381582,"Male","Alabama",2005
"435",0,37,0,"Cardiovascular",0.00106892301742155,0.00123797309028833,0.00111816334118177,"Male","Alabama",2005
"436",0,37,0,"Communicable",0.000224176714021251,0.000291577697152812,0.000247276160015584,"Male","Alabama",2005
"437",0,37,0,"Injuries",9.52757670564666e-05,0.000152251706990244,0.000112099528702449,"Male","Alabama",2005
"438",0,37,0,"Non-communicable",0.000195318286053974,0.000289573276085681,0.000227327059857992,"Male","Alabama",2005
"439",0,37,1,"All other causes",0.000172651246343964,0.000248423616671245,0.000197726211004254,"Female","Alabama",2005
"440",0,37,1,"Cancers",0.000112678677782679,0.000171502486894359,0.000132493721564471,"Female","Alabama",2005
"441",0,37,1,"Cardiovascular",0.000621384451405766,0.000742729511356942,0.000657126603889279,"Female","Alabama",2005
"442",0,37,1,"Communicable",8.92632350793128e-05,0.000129831380179302,0.000102586430867944,"Female","Alabama",2005
"443",0,37,1,"Injuries",-0.000119385444300267,-9.71827231034845e-05,-0.000112234010303649,"Female","Alabama",2005
"444",0,37,1,"Non-communicable",8.10428330147208e-05,0.000153015136434613,0.000107682248684017,"Female","Alabama",2005
"445",0,38,0,"All other causes",0.000454538509450826,0.000563551225430834,0.000491723049154825,"Male","Alabama",2006
"446",0,38,0,"Cancers",0.000689510379764055,0.000798971924922023,0.000723299580168124,"Male","Alabama",2006
"447",0,38,0,"Cardiovascular",0.00114436853903724,0.00130636700855172,0.00119664814832104,"Male","Alabama",2006
"448",0,38,0,"Communicable",0.000229299886488171,0.000295681522394368,0.000253768784845819,"Male","Alabama",2006
"449",0,38,0,"Injuries",4.76870737662977e-05,0.000105098469226699,6.74531191188662e-05,"Male","Alabama",2006
"450",0,38,0,"Non-communicable",0.000213213844207546,0.000307989295232986,0.000244661729047169,"Male","Alabama",2006
"451",0,38,1,"All other causes",0.00018900646436882,0.000264578262991916,0.000212824623362842,"Female","Alabama",2006
"452",0,38,1,"Cancers",0.000115243653992433,0.000174151980866629,0.000134079769496037,"Female","Alabama",2006
"453",0,38,1,"Cardiovascular",0.000605329834860562,0.000716742060341421,0.000639605803273972,"Female","Alabama",2006
"454",0,38,1,"Communicable",0.000100602060252561,0.000139224838672448,0.000114313796434235,"Female","Alabama",2006
"455",0,38,1,"Injuries",-0.000140271074697659,-0.000115870440228634,-0.000132665386498861,"Female","Alabama",2006
"456",0,38,1,"Non-communicable",6.02971300641688e-05,0.000127362523371023,8.24982871699501e-05,"Female","Alabama",2006
"457",0,39,0,"All other causes",0.000371931952725786,0.000478079781249712,0.000404045835813206,"Male","Alabama",2007
"458",0,39,0,"Cancers",0.000659395801375535,0.000780948989146144,0.000695083299863215,"Male","Alabama",2007
"459",0,39,0,"Cardiovascular",0.00105989434963109,0.00122141937599686,0.00111121747427503,"Male","Alabama",2007
"460",0,39,0,"Communicable",0.000264614590476564,0.000328828323985812,0.000288149736732983,"Male","Alabama",2007
"461",0,39,0,"Injuries",1.48518688292909e-06,6.15398409729731e-05,2.35707829239323e-05,"Male","Alabama",2007
"462",0,39,0,"Non-communicable",0.000193354331371047,0.000288127481248793,0.000227342014910984,"Male","Alabama",2007
"463",0,39,1,"All other causes",0.00013139602843352,0.000207245530238251,0.000154444452897935,"Female","Alabama",2007
"464",0,39,1,"Cancers",0.00013578838114736,0.000191446225170287,0.000155090220118179,"Female","Alabama",2007
"465",0,39,1,"Cardiovascular",0.000594891559850023,0.000710123791383041,0.000628007633698204,"Female","Alabama",2007
"466",0,39,1,"Communicable",9.82165764508451e-05,0.000132499706990995,0.000110597226336037,"Female","Alabama",2007
"467",0,39,1,"Injuries",-0.000163757648517716,-0.000138382815525974,-0.000155091279812028,"Female","Alabama",2007
"468",0,39,1,"Non-communicable",3.68180667071745e-05,0.000107946965305866,6.41110158270474e-05,"Female","Alabama",2007
"469",0,40,0,"All other causes",0.000362874656946063,0.000468450316009027,0.000398533958132638,"Male","Alabama",2008
"470",0,40,0,"Cancers",0.000601238547191245,0.000725293196991462,0.000646476114221726,"Male","Alabama",2008
"471",0,40,0,"Cardiovascular",0.000972970700172845,0.00112361497654507,0.00102425972959279,"Male","Alabama",2008
"472",0,40,0,"Communicable",0.000273818234501941,0.000339904128057657,0.000294742274265673,"Male","Alabama",2008
"473",0,40,0,"Injuries",-2.62189118462993e-05,2.70911607299113e-05,-9.15573445426193e-06,"Male","Alabama",2008
"474",0,40,0,"Non-communicable",0.000178086260849548,0.000273987957439578,0.000212564935756074,"Male","Alabama",2008
"475",0,40,1,"All other causes",0.000129717542857273,0.000210296461147413,0.000161444980210089,"Female","Alabama",2008
"476",0,40,1,"Cancers",0.000131003940306916,0.000186831293250717,0.00014806424450004,"Female","Alabama",2008
"477",0,40,1,"Cardiovascular",0.000454356661633473,0.000562866392819564,0.000490167408447529,"Female","Alabama",2008
"478",0,40,1,"Communicable",8.36798812947262e-05,0.00012055477699248,9.79328906753269e-05,"Female","Alabama",2008
"479",0,40,1,"Injuries",-0.000181316314457509,-0.000154999763945624,-0.000172107323457052,"Female","Alabama",2008
"480",0,40,1,"Non-communicable",3.87467429942682e-06,7.01446287582921e-05,2.58306450843014e-05,"Female","Alabama",2008
"481",0,41,0,"All other causes",0.000387385304912073,0.00049606415784927,0.000423095203185343,"Male","Alabama",2009
"482",0,41,0,"Cancers",0.000561419003884876,0.000675744803370744,0.000598040426796536,"Male","Alabama",2009
"483",0,41,0,"Cardiovascular",0.000872338788126698,0.00102827788159869,0.000924326048863903,"Male","Alabama",2009
"484",0,41,0,"Communicable",0.000228296930740425,0.000288774254747305,0.00024404541742583,"Male","Alabama",2009
"485",0,41,0,"Injuries",-7.87009089757919e-05,-2.36986385292953e-05,-6.04279461184256e-05,"Male","Alabama",2009
"486",0,41,0,"Non-communicable",0.000156535054767953,0.000245890500654406,0.000183585303947191,"Male","Alabama",2009
"487",0,41,1,"All other causes",0.000159900981641849,0.000235924939370849,0.000183512422320906,"Female","Alabama",2009
"488",0,41,1,"Cancers",0.000115866924462877,0.000173877508704522,0.000135164525230288,"Female","Alabama",2009
"489",0,41,1,"Cardiovascular",0.000463501891973016,0.000563753662328369,0.000494797702949528,"Female","Alabama",2009
"490",0,41,1,"Communicable",9.58304386808981e-05,0.000129892031182711,0.000105665667852617,"Female","Alabama",2009
"491",0,41,1,"Injuries",-0.000186090786121783,-0.000160845323369062,-0.000177687408318162,"Female","Alabama",2009
"492",0,41,1,"Non-communicable",-2.71156590106398e-05,4.00600255173344e-05,-3.55094349131251e-06,"Female","Alabama",2009
"493",0,42,0,"All other causes",0.000394733080133813,0.000509946664819336,0.000439260144997585,"Male","Alabama",2010
"494",0,42,0,"Cancers",0.000481750714148046,0.000598879377255098,0.000523571454669232,"Male","Alabama",2010
"495",0,42,0,"Cardiovascular",0.000838113336854248,0.000978829346158662,0.00088373815500498,"Male","Alabama",2010
"496",0,42,0,"Communicable",0.000166884672909658,0.000223993177958282,0.000184487004980419,"Male","Alabama",2010
"497",0,42,0,"Injuries",-9.10056213342622e-05,-3.30726193635294e-05,-7.03039189862403e-05,"Male","Alabama",2010
"498",0,42,0,"Non-communicable",0.000106787692110987,0.000195568193170935,0.000138452806373531,"Male","Alabama",2010
"499",0,42,1,"All other causes",0.000115015979807358,0.000189796858747143,0.000137892660738606,"Female","Alabama",2010
"500",0,42,1,"Cancers",0.000117972061148862,0.000174384791604627,0.000136291569454702,"Female","Alabama",2010
"501",0,42,1,"Cardiovascular",0.000459672981554513,0.000568425996493431,0.000499530984301476,"Female","Alabama",2010
"502",0,42,1,"Communicable",7.49091786008139e-05,0.000110178157103918,8.62725222647936e-05,"Female","Alabama",2010
"503",0,42,1,"Injuries",-0.000191512535090014,-0.000165811804519901,-0.000183748879858602,"Female","Alabama",2010
"504",0,42,1,"Non-communicable",-5.87014759700866e-05,5.32613540726965e-06,-3.68961038061969e-05,"Female","Alabama",2010
"505",0,43,0,"All other causes",0.000311446074410083,0.000419285236059767,0.000350345014959872,"Male","Alabama",2011
"506",0,43,0,"Cancers",0.000474499935525331,0.00058392019555738,0.000507439553564088,"Male","Alabama",2011
"507",0,43,0,"Cardiovascular",0.000789415249812366,0.000921042134392704,0.000827944788888209,"Male","Alabama",2011
"508",0,43,0,"Communicable",0.000169826441342311,0.000223006122158932,0.000186691115255994,"Male","Alabama",2011
"509",0,43,0,"Injuries",-7.81842016525807e-05,-2.20855504293112e-05,-5.94622966970028e-05,"Male","Alabama",2011
"510",0,43,0,"Non-communicable",8.86312766933828e-05,0.000177655026458007,0.000120706411002437,"Male","Alabama",2011
"511",0,43,1,"All other causes",6.06233290431489e-05,0.000138046029582566,8.46375723696693e-05,"Female","Alabama",2011
"512",0,43,1,"Cancers",0.000133629534116507,0.000190364853551522,0.000152248281091462,"Female","Alabama",2011
"513",0,43,1,"Cardiovascular",0.000458708034930973,0.000562580213274609,0.000491883855248046,"Female","Alabama",2011
"514",0,43,1,"Communicable",7.29968849900398e-05,0.000107344790839768,8.33716375886089e-05,"Female","Alabama",2011
"515",0,43,1,"Injuries",-0.000193531884781864,-0.000168509467643364,-0.000185766547240713,"Female","Alabama",2011
"516",0,43,1,"Non-communicable",-0.0001048938728414,-4.35558529869627e-05,-8.51099084384258e-05,"Female","Alabama",2011
"517",0,44,0,"All other causes",0.000242977914335726,0.000351621128400393,0.000273950614449592,"Male","Alabama",2012
"518",0,44,0,"Cancers",0.000432481437586632,0.000548919968712592,0.000473593290428793,"Male","Alabama",2012
"519",0,44,0,"Cardiovascular",0.000780491385993394,0.000921585101873405,0.000830585834696042,"Male","Alabama",2012
"520",0,44,0,"Communicable",0.000201318524624003,0.000262782775829302,0.000220982063874416,"Male","Alabama",2012
"521",0,44,0,"Injuries",-5.88801566608035e-05,-2.2421439439174e-06,-4.06612965646253e-05,"Male","Alabama",2012
"522",0,44,0,"Non-communicable",4.94556075606555e-05,0.00014580731448563,8.13174824423936e-05,"Male","Alabama",2012
"523",0,44,1,"All other causes",-1.30226277420029e-05,6.81286650458837e-05,1.3471711548426e-05,"Female","Alabama",2012
"524",0,44,1,"Cancers",0.000134113338442933,0.000194003833345381,0.0001551582878309,"Female","Alabama",2012
"525",0,44,1,"Cardiovascular",0.000433905935419864,0.000534908662586011,0.000465806601270476,"Female","Alabama",2012
"526",0,44,1,"Communicable",6.70284200422325e-05,0.000103858224530851,7.91237487024072e-05,"Female","Alabama",2012
"527",0,44,1,"Injuries",-0.00018728823817012,-0.000160774237077615,-0.000178879533369825,"Female","Alabama",2012
"528",0,44,1,"Non-communicable",-0.000141927513903393,-7.38872033452974e-05,-0.000117054689710694,"Female","Alabama",2012
"529",0,45,0,"All other causes",0.000224822787869283,0.000350904410646221,0.000266082310413725,"Male","Alabama",2013
"530",0,45,0,"Cancers",0.000437886310394909,0.000562049934675501,0.000476758494819364,"Male","Alabama",2013
"531",0,45,0,"Cardiovascular",0.000742873369835638,0.00091444364550073,0.000796303612245649,"Male","Alabama",2013
"532",0,45,0,"Communicable",0.000160029236436068,0.000228654365554602,0.000182155890455566,"Male","Alabama",2013
"533",0,45,0,"Injuries",-6.23786682381611e-05,-5.52126630324842e-07,-4.47108375853355e-05,"Male","Alabama",2013
"534",0,45,0,"Non-communicable",-8.6930008117087e-07,0.000105668459438591,3.35951772992115e-05,"Male","Alabama",2013
"535",0,45,1,"All other causes",-2.52222686258779e-05,6.91894623445357e-05,9.37046597075138e-06,"Female","Alabama",2013
"536",0,45,1,"Cancers",0.000128002486268166,0.000195328731723336,0.000148631036580605,"Female","Alabama",2013
"537",0,45,1,"Cardiovascular",0.000414708369424426,0.000527318059086248,0.000454789138070988,"Female","Alabama",2013
"538",0,45,1,"Communicable",6.79389588327963e-05,0.000110554313143444,8.18734077864652e-05,"Female","Alabama",2013
"539",0,45,1,"Injuries",-0.000188644891926894,-0.00015751735003972,-0.000179615945587866,"Female","Alabama",2013
"540",0,45,1,"Non-communicable",-0.000122085908707694,-5.36807849522048e-05,-0.000101987872098712,"Female","Alabama",2013
"541",2,1,0,"All other causes",0.000319280302016621,0.000864931332998441,0.000486325965215857,"Male","Arizona",1969
"542",2,1,0,"Cancers",0.000185618628018312,0.000736266500422771,0.000359344134111864,"Male","Arizona",1969
"543",2,1,0,"Cardiovascular",-0.000918872999549804,-0.000165901037957767,-0.000711517725087097,"Male","Arizona",1969
"544",2,1,0,"Communicable",0.000203538304126964,0.000457820925560596,0.000268716152610937,"Male","Arizona",1969
"545",2,1,0,"Injuries",0.000727615237135714,0.00117318152637337,0.000857548953655282,"Male","Arizona",1969
"546",2,1,0,"Non-communicable",-0.000328292507846595,-4.24423494395786e-05,-0.000243026559468411,"Male","Arizona",1969
"547",2,1,1,"All other causes",0.000123426962027427,0.000374998079344544,0.00019806742592961,"Female","Arizona",1969
"548",2,1,1,"Cancers",1.7373758428812e-05,0.000281843263590247,0.000100368996346579,"Female","Arizona",1969
"549",2,1,1,"Cardiovascular",-0.00106603406159046,-0.000412023847615297,-0.000871376024513925,"Female","Arizona",1969
"550",2,1,1,"Communicable",-7.06863502857664e-05,5.44693112981454e-05,-3.36667311414296e-05,"Female","Arizona",1969
"551",2,1,1,"Injuries",4.52342118538234e-05,0.000181048848653169,8.28314146341454e-05,"Female","Arizona",1969
"552",2,1,1,"Non-communicable",0.000156949391793803,0.000346828975419027,0.000208534228370067,"Female","Arizona",1969
"553",2,2,0,"All other causes",0.000317869100093278,0.000831560088275247,0.000483480923785677,"Male","Arizona",1970
"554",2,2,0,"Cancers",0.000204869574360091,0.000735102482286276,0.000361817794051594,"Male","Arizona",1970
"555",2,2,0,"Cardiovascular",-0.000922184793425239,-0.00021704706067736,-0.000716097471074478,"Male","Arizona",1970
"556",2,2,0,"Communicable",0.00024413317176369,0.000482956206890682,0.000308203848570338,"Male","Arizona",1970
"557",2,2,0,"Injuries",0.000717979895255932,0.00112326716460567,0.000839360751752735,"Male","Arizona",1970
"558",2,2,0,"Non-communicable",-0.000312579333642022,-4.02764206938738e-05,-0.000226453394426457,"Male","Arizona",1970
"559",2,2,1,"All other causes",0.000159383834425117,0.000384625477223508,0.000223817057365474,"Female","Arizona",1970
"560",2,2,1,"Cancers",3.37881440214746e-05,0.000282146413376508,0.000109105899341977,"Female","Arizona",1970
"561",2,2,1,"Cardiovascular",-0.000984781061683537,-0.000423268598366449,-0.000796230211865985,"Female","Arizona",1970
"562",2,2,1,"Communicable",-6.76977162044946e-05,4.7223588108126e-05,-2.9557917074499e-05,"Female","Arizona",1970
"563",2,2,1,"Injuries",5.27764756187903e-05,0.000173581500182353,8.19734573984354e-05,"Female","Arizona",1970
"564",2,2,1,"Non-communicable",0.000163135611449719,0.000346110875318505,0.000215284101043364,"Female","Arizona",1970
"565",2,3,0,"All other causes",0.000336017030254765,0.000836772268822598,0.000502066648768688,"Male","Arizona",1971
"566",2,3,0,"Cancers",0.000233189389448352,0.000737501749684669,0.000380303257002751,"Male","Arizona",1971
"567",2,3,0,"Cardiovascular",-0.00103649611826814,-0.000337737775749038,-0.00080783102886915,"Male","Arizona",1971
"568",2,3,0,"Communicable",0.00025719460079057,0.000484759275530984,0.000312683633876321,"Male","Arizona",1971
"569",2,3,0,"Injuries",0.000709507152619207,0.0010759335729845,0.000802265011746198,"Male","Arizona",1971
"570",2,3,0,"Non-communicable",-0.000277775319357857,-1.52067357424458e-05,-0.000195023939618105,"Male","Arizona",1971
"571",2,3,1,"All other causes",0.000182897394240408,0.000408510981151811,0.000254720689895973,"Female","Arizona",1971
"572",2,3,1,"Cancers",3.0934717191513e-05,0.000276174900241945,0.000116474830610582,"Female","Arizona",1971
"573",2,3,1,"Cardiovascular",-0.000806132185470932,-0.000273224062111777,-0.000624046431528276,"Female","Arizona",1971
"574",2,3,1,"Communicable",-6.601107252292e-05,4.01932908672698e-05,-3.68932627707224e-05,"Female","Arizona",1971
"575",2,3,1,"Injuries",4.68620244717315e-05,0.000162925623045081,7.63235914533912e-05,"Female","Arizona",1971
"576",2,3,1,"Non-communicable",0.000170973580165156,0.000346375427979342,0.000222180908603101,"Female","Arizona",1971
"577",2,4,0,"All other causes",0.000385745049170626,0.000846081525713938,0.000511213284215646,"Male","Arizona",1972
"578",2,4,0,"Cancers",0.000260370233307841,0.000740216152840983,0.000422672184328618,"Male","Arizona",1972
"579",2,4,0,"Cardiovascular",-0.000780716935401768,-0.000122847334728461,-0.000574417064616792,"Male","Arizona",1972
"580",2,4,0,"Communicable",0.000257124614316563,0.000475576741189959,0.000311368201829,"Male","Arizona",1972
"581",2,4,0,"Injuries",0.000712411993093053,0.00103646730166785,0.000800278201236947,"Male","Arizona",1972
"582",2,4,0,"Non-communicable",-0.000246308649167631,5.29348096994461e-07,-0.000180132113540087,"Male","Arizona",1972
"583",2,4,1,"All other causes",0.000226174899643053,0.000432980844889997,0.000292855469512069,"Female","Arizona",1972
"584",2,4,1,"Cancers",4.06350843935335e-05,0.000285627092060506,0.000130163813828922,"Female","Arizona",1972
"585",2,4,1,"Cardiovascular",-0.000500048447663768,-5.55357493506603e-05,-0.000380835570690236,"Female","Arizona",1972
"586",2,4,1,"Communicable",-6.33699015068394e-05,4.11807583995907e-05,-2.79083626466857e-05,"Female","Arizona",1972
"587",2,4,1,"Injuries",4.86386794191194e-05,0.000159021013956729,7.65282352603696e-05,"Female","Arizona",1972
"588",2,4,1,"Non-communicable",0.00018217747046235,0.000351365280603752,0.000232731608830412,"Female","Arizona",1972
"589",2,5,0,"All other causes",0.000396441765929377,0.000826911609534203,0.000535031034357401,"Male","Arizona",1973
"590",2,5,0,"Cancers",0.000260427803040545,0.000739750854467443,0.00042875817791087,"Male","Arizona",1973
"591",2,5,0,"Cardiovascular",-0.000815904598539829,-0.00021985731808268,-0.000619129464430374,"Male","Arizona",1973
"592",2,5,0,"Communicable",0.000211371165495888,0.000426484107061219,0.000273831679538254,"Male","Arizona",1973
"593",2,5,0,"Injuries",0.000663204908708112,0.000982406177929219,0.000761073594488405,"Male","Arizona",1973
"594",2,5,0,"Non-communicable",-0.000229508674080689,9.33608016844781e-06,-0.000158505361191997,"Male","Arizona",1973
"595",2,5,1,"All other causes",0.000269727385905194,0.000470099861240128,0.000332380144453966,"Female","Arizona",1973
"596",2,5,1,"Cancers",4.58236977217819e-05,0.000283603847940821,0.000136909300248987,"Female","Arizona",1973
"597",2,5,1,"Cardiovascular",-0.000527872698925406,-4.42850192075785e-05,-0.000366392902333383,"Female","Arizona",1973
"598",2,5,1,"Communicable",-3.48353218755858e-05,6.04270867233318e-05,-2.66779349747863e-06,"Female","Arizona",1973
"599",2,5,1,"Injuries",5.00871405238442e-05,0.000154060372006877,7.93973340872891e-05,"Female","Arizona",1973
"600",2,5,1,"Non-communicable",0.000193255762240854,0.000351558764861616,0.000238232716911171,"Female","Arizona",1973
"601",2,6,0,"All other causes",0.000396195461648976,0.000841977086827128,0.000542392980292578,"Male","Arizona",1974
"602",2,6,0,"Cancers",0.000302314394888052,0.000732070853834366,0.000442469295448891,"Male","Arizona",1974
"603",2,6,0,"Cardiovascular",-0.000541037660730275,9.42735130015889e-06,-0.000374076320791718,"Male","Arizona",1974
"604",2,6,0,"Communicable",0.000272096160716265,0.000479672958356925,0.000331795086449721,"Male","Arizona",1974
"605",2,6,0,"Injuries",0.000668618383540396,0.000976522937264899,0.000772192619983649,"Male","Arizona",1974
"606",2,6,0,"Non-communicable",-0.000178893908447061,3.95026424685082e-05,-0.000123030240148277,"Male","Arizona",1974
"607",2,6,1,"All other causes",0.000323739932733677,0.000510464742161582,0.000381135254593901,"Female","Arizona",1974
"608",2,6,1,"Cancers",4.28151599932301e-05,0.000281415352900854,0.000126482607738936,"Female","Arizona",1974
"609",2,6,1,"Cardiovascular",-0.000187857047977722,0.000274543260301181,-4.7381776965926e-05,"Female","Arizona",1974
"610",2,6,1,"Communicable",-4.32337568568969e-06,8.63934784507163e-05,2.36111992220826e-05,"Female","Arizona",1974
"611",2,6,1,"Injuries",5.15988837433172e-05,0.000149671887412466,7.91092712981908e-05,"Female","Arizona",1974
"612",2,6,1,"Non-communicable",0.000183852269970938,0.000340950494534073,0.000229410188857163,"Female","Arizona",1974
"613",2,7,0,"All other causes",0.000415027443202461,0.000833987956673875,0.000561533707765552,"Male","Arizona",1975
"614",2,7,0,"Cancers",0.000312056502096567,0.000722563020303207,0.000447230925420991,"Male","Arizona",1975
"615",2,7,0,"Cardiovascular",-0.00026842277559214,0.000288558785782207,-0.00011027604444231,"Male","Arizona",1975
"616",2,7,0,"Communicable",0.000295847313081241,0.000485246420652082,0.000347392232562729,"Male","Arizona",1975
"617",2,7,0,"Injuries",0.000629686549683147,0.000930185165527792,0.000730260307359498,"Male","Arizona",1975
"618",2,7,0,"Non-communicable",-0.000148538806187442,6.00101545142844e-05,-9.83527721024907e-05,"Male","Arizona",1975
"619",2,7,1,"All other causes",0.000369511622235825,0.000553467147786286,0.000434081374994073,"Female","Arizona",1975
"620",2,7,1,"Cancers",2.76569732876106e-05,0.00025853940105266,0.000110503479913539,"Female","Arizona",1975
"621",2,7,1,"Cardiovascular",2.88688562066105e-05,0.000500643163257358,0.000194217981252515,"Female","Arizona",1975
"622",2,7,1,"Communicable",3.09787001522477e-06,9.26098350183065e-05,3.5736153477839e-05,"Female","Arizona",1975
"623",2,7,1,"Injuries",5.25381737162678e-05,0.000144612450032412,7.68619399081086e-05,"Female","Arizona",1975
"624",2,7,1,"Non-communicable",0.000169329999110147,0.000326511993631194,0.000213831175062398,"Female","Arizona",1975
"625",2,8,0,"All other causes",0.000446968850232352,0.000832511355839106,0.0005577014282419,"Male","Arizona",1976
"626",2,8,0,"Cancers",0.000270260586952101,0.000681863266499007,0.000424725042119098,"Male","Arizona",1976
"627",2,8,0,"Cardiovascular",-2.34789878627798e-05,0.000535784471927439,0.000140859346457418,"Male","Arizona",1976
"628",2,8,0,"Communicable",0.000292460308093369,0.000469489416860846,0.000336376829997636,"Male","Arizona",1976
"629",2,8,0,"Injuries",0.000590303366241336,0.000846196195796931,0.000663096963167875,"Male","Arizona",1976
"630",2,8,0,"Non-communicable",-0.000123663069444594,8.39676623129747e-05,-7.17986357871315e-05,"Male","Arizona",1976
"631",2,8,1,"All other causes",0.000398046417414694,0.000568726288841387,0.000450315735688667,"Female","Arizona",1976
"632",2,8,1,"Cancers",1.44941680202958e-05,0.000243644682565037,9.72569704582299e-05,"Female","Arizona",1976
"633",2,8,1,"Cardiovascular",0.000295396051718661,0.000753693707915327,0.000426923931519572,"Female","Arizona",1976
"634",2,8,1,"Communicable",3.89030347362015e-07,8.32169154870421e-05,2.72061400704825e-05,"Female","Arizona",1976
"635",2,8,1,"Injuries",3.62162075540656e-05,0.000125297630202393,6.33457215222237e-05,"Female","Arizona",1976
"636",2,8,1,"Non-communicable",0.000148314931197506,0.000306044933032456,0.000193458870572934,"Female","Arizona",1976
"637",2,9,0,"All other causes",0.000466586749103671,0.000846573104070588,0.000592568388931613,"Male","Arizona",1977
"638",2,9,0,"Cancers",0.000266964241988414,0.000662194545577579,0.000395019567163978,"Male","Arizona",1977
"639",2,9,0,"Cardiovascular",-2.74160509979037e-05,0.00052931031810181,0.000126054473068346,"Male","Arizona",1977
"640",2,9,0,"Communicable",0.000321354248521152,0.000502302361709596,0.000372448772444036,"Male","Arizona",1977
"641",2,9,0,"Injuries",0.000481730817990174,0.000733990901343104,0.000564282993310318,"Male","Arizona",1977
"642",2,9,0,"Non-communicable",-7.83162775372674e-05,0.000133325983488619,-2.05007842831829e-05,"Male","Arizona",1977
"643",2,9,1,"All other causes",0.000401915395592159,0.000576511944505169,0.000451607504907933,"Female","Arizona",1977
"644",2,9,1,"Cancers",6.13776653155781e-06,0.000230290316862101,8.8201092774336e-05,"Female","Arizona",1977
"645",2,9,1,"Cardiovascular",0.000478540779088899,0.000921543810447167,0.000610241512609345,"Female","Arizona",1977
"646",2,9,1,"Communicable",1.20989255062989e-05,9.8874512253269e-05,4.37972668757433e-05,"Female","Arizona",1977
"647",2,9,1,"Injuries",2.52463174587934e-05,0.000114033705504742,5.16277336802062e-05,"Female","Arizona",1977
"648",2,9,1,"Non-communicable",0.00014144044734232,0.000295010785533799,0.000187627441773766,"Female","Arizona",1977
"649",2,10,0,"All other causes",0.000488386154051055,0.000859763096600801,0.000615850722108538,"Male","Arizona",1978
"650",2,10,0,"Cancers",0.00024155689834782,0.0006320808928038,0.000365856886348708,"Male","Arizona",1978
"651",2,10,0,"Cardiovascular",-8.39181603602186e-05,0.000443837044567392,8.30837156014877e-05,"Male","Arizona",1978
"652",2,10,0,"Communicable",0.000301756921384135,0.000483128697389948,0.000350846223375994,"Male","Arizona",1978
"653",2,10,0,"Injuries",0.000386331309317665,0.00063191509936487,0.000458306879247871,"Male","Arizona",1978
"654",2,10,0,"Non-communicable",-5.78881094833528e-05,0.000152713100697191,-3.21731941865706e-06,"Male","Arizona",1978
"655",2,10,1,"All other causes",0.000392802182837184,0.000560240996189213,0.000435327255924161,"Female","Arizona",1978
"656",2,10,1,"Cancers",3.79929297975265e-06,0.000214422514161843,6.92429995563736e-05,"Female","Arizona",1978
"657",2,10,1,"Cardiovascular",0.00042168719452787,0.000867874867097073,0.000589689017667743,"Female","Arizona",1978
"658",2,10,1,"Communicable",1.20375831320316e-05,9.41428802822035e-05,3.85994056705215e-05,"Female","Arizona",1978
"659",2,10,1,"Injuries",2.41079272254511e-05,0.000103061062045059,4.62327340514863e-05,"Female","Arizona",1978
"660",2,10,1,"Non-communicable",0.000129444269307859,0.000282993422988167,0.000175462219502795,"Female","Arizona",1978
