"","X","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year","state.reorder"
"461",461,0,39,0,"Injuries",0.205102532000243,5.89765871585475,11.9498923164378,6.03652388985796,"East South Central","South","AL","Male","Alabama",2007,"Alabama"
"462",462,0,39,0,"Non-communicable",18.8124888098292,28.6837280565343,38.6210674477512,28.7017145818101,"East South Central","South","AL","Male","Alabama",2007,"Alabama"
"463",463,0,39,1,"All other causes",12.656630042539,20.3512612144176,27.9009426645136,20.439114693634,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"464",464,0,39,1,"Cancers",13.0684158631142,19.1412768191941,24.7707509310509,19.0765511100772,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"465",465,0,39,1,"Cardiovascular",59.327519227374,70.6979173385276,82.1557034937973,70.8289453644263,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"466",466,0,39,1,"Communicable",9.99127203527243,13.4939350181889,17.2136967172556,13.4934100269106,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"467",467,0,39,1,"Injuries",-16.609335761328,-13.941799058931,-11.3770216768698,-13.9935332480066,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"468",468,0,39,1,"Non-communicable",3.93766611926392,10.7295968152772,17.8223382956716,10.8592200323828,"East South Central","South","AL","Female","Alabama",2007,"Alabama"
"469",469,0,40,0,"All other causes",35.781022242222,46.8280873831286,58.1609072907711,46.8891356887655,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"470",470,0,40,0,"Cancers",60.9208336185881,71.9296336610356,84.8097893056624,72.1034420776409,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"471",471,0,40,0,"Cardiovascular",97.2608024844471,112.298070971252,128.201456970228,112.398475316214,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"472",472,0,40,0,"Communicable",27.7810278268036,34.1418010606135,41.2666981227339,34.1985365620695,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"473",473,0,40,0,"Injuries",-2.93643254013947,2.60085395226102,8.34223241355589,2.63337672138985,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"474",474,0,40,0,"Non-communicable",17.7775613300481,27.192788859346,37.0136939387494,27.2201148993867,"East South Central","South","AL","Male","Alabama",2008,"Alabama"
"475",475,0,40,1,"All other causes",12.9110229706266,20.9248898185801,28.2053525364017,20.8581092920918,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"476",476,0,40,1,"Cancers",12.9344029230689,18.4450051259132,24.52378109307,18.5271342640972,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"477",477,0,40,1,"Cardiovascular",44.919760666546,56.53556847653,68.1806689225133,56.4504944473729,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"478",478,0,40,1,"Communicable",8.3031346519688,12.1848017415956,15.8457208964674,12.1607182345947,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"479",479,0,40,1,"Injuries",-18.2815300499996,-15.7828938776048,-13.2880761953875,-15.7659347864443,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"480",480,0,40,1,"Non-communicable",0.341347624503519,7.07644497374638,14.1590299675387,7.15160646653312,"East South Central","South","AL","Female","Alabama",2008,"Alabama"
"481",481,0,41,0,"All other causes",38.6757730278165,49.4472477990429,60.4562142097388,49.4946252216772,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"482",482,0,41,0,"Cancers",56.2373304262325,67.3252559453636,79.7646579494528,67.4888342429201,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"483",483,0,41,0,"Cardiovascular",86.7422757441431,102.447176216324,117.287121695158,102.414733323596,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"484",484,0,41,0,"Communicable",22.9173538080126,28.8972021414024,35.3235911893458,28.9511863293393,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"485",485,0,41,0,"Injuries",-7.76983432070585,-2.33846850574795,3.3282596953489,-2.29905105658732,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"486",486,0,41,0,"Non-communicable",15.2072048239505,24.1270095464042,33.9400736889553,24.2251112637524,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"487",487,0,41,1,"All other causes",16.0521769367391,23.7041955023139,31.5862689346269,23.6961197556187,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"488",488,0,41,1,"Cancers",11.6136157126084,16.957923787005,23.1751635484127,17.1556653217691,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"489",489,0,41,1,"Cardiovascular",45.068352377993,56.3963952388006,66.8994920769686,56.463883391565,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"490",490,0,41,1,"Communicable",9.35077623767012,12.9840601590621,16.8511752508253,13.0028164242537,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"491",491,0,41,1,"Injuries",-18.8977571778551,-16.3795255195606,-13.6874348867914,-16.3633125814787,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"492",492,0,41,1,"Non-communicable",-2.75983271352122,4.02542395034681,10.6284929102785,3.9829343122357,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"493",493,0,42,0,"All other causes",40.2405845118434,51.0766344235862,62.182747638281,51.1325297227827,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"494",494,0,42,0,"Cancers",47.287105089494,59.5595984117841,71.2975587695924,59.5982944919502,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"495",495,0,42,0,"Cardiovascular",84.1308404232629,97.6706380923135,112.297290509399,97.7966633563975,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"496",496,0,42,0,"Communicable",17.0525281480175,22.1323499308809,27.9316370899224,22.2684767452683,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"497",497,0,42,0,"Injuries",-8.7340019686123,-3.40175709938536,1.46590098168459,-3.46939290722738,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"498",498,0,42,0,"Non-communicable",10.3287017930399,19.1888988939681,28.2587946288384,19.2281031595836,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"499",499,0,42,1,"All other causes",11.2412752527673,18.7295968542148,26.8716356464313,18.8272824461648,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"500",500,0,42,1,"Cancers",11.5477609160627,17.0480094828341,23.0633898708682,17.1318148343764,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"501",501,0,42,1,"Cardiovascular",45.964761434953,56.5734402663142,67.5187285199084,56.6202271867027,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"502",502,0,42,1,"Communicable",7.78467166145306,11.1111529342941,14.6082172084914,11.1427492811821,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"503",503,0,42,1,"Injuries",-19.4687544393731,-16.8853239549439,-14.3566090219333,-16.8570588226428,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"504",504,0,42,1,"Non-communicable",-5.71704909011648,0.946851528226603,7.54111557695089,0.907587612325949,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"505",505,0,43,0,"All other causes",31.1090619266298,42.4195494990448,53.6927446337137,42.4535806802259,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"506",506,0,43,0,"Cancers",46.8407176583528,58.0072084394231,69.4480904368901,57.9280396368925,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"507",507,0,43,0,"Cardiovascular",77.9521174852578,92.0778766229931,107.81230132377,92.0354693999541,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"508",508,0,43,0,"Communicable",16.4302470795918,22.463290479155,28.7853209353711,22.4564856299965,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"509",509,0,43,0,"Injuries",-7.7928456116863,-2.3125291697042,2.95018568922394,-2.31915818018107,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"510",510,0,43,0,"Non-communicable",9.10766312207975,17.6741004170584,26.1650122419615,17.7069589798737,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"511",511,0,43,1,"All other causes",5.19502823654092,13.7105344575753,21.9076249456312,13.7153456376099,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"512",512,0,43,1,"Cancers",13.2257237770321,18.6476763735677,24.8591962166169,18.8019503254238,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"513",513,0,43,1,"Cardiovascular",44.853284691295,56.3152875396978,66.7809495530713,56.1732538619814,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"514",514,0,43,1,"Communicable",7.47302113709186,10.7764069030673,14.4570475144949,10.8660177967094,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"515",515,0,43,1,"Injuries",-19.5004869279914,-17.1652292957276,-14.4775122658248,-17.0812914227336,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"516",516,0,43,1,"Non-communicable",-10.9114223975145,-4.45744917528982,2.33341850302671,-4.40361724349019,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"517",517,0,44,0,"All other causes",23.6270920225531,34.7682399168588,47.1730543151992,34.93839194616,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"518",518,0,44,0,"Cancers",43.5253198465399,54.2474456184723,65.2843605293099,54.52642571328,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"519",519,0,44,0,"Cardiovascular",78.8376521470129,92.3585538509443,105.897506796814,92.3164470771909,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"520",520,0,44,0,"Communicable",20.3355651254564,26.229871710227,32.6648525636994,26.3574818561451,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"521",521,0,44,0,"Injuries",-5.94609681819457,-0.484570227214057,5.65004487291027,-0.403032600318822,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"522",522,0,44,0,"Non-communicable",4.67078330563462,13.8164010962465,22.4267593704029,13.7745697573162,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"523",523,0,44,1,"All other causes",-1.04850969688887,7.08811442177281,15.6911080399899,7.15163903102998,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"524",524,0,44,1,"Cancers",13.2969641365888,19.1985739531165,25.5229181235833,19.2974514281048,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"525",525,0,44,1,"Cardiovascular",43.0307071418294,53.9335889717672,65.2376680728169,53.8372293473012,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"526",526,0,44,1,"Communicable",6.98977036074259,10.5083565634469,14.4788992678049,10.5703639913565,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"527",527,0,44,1,"Injuries",-19.0675709590585,-16.3583233820642,-13.5484150007785,-16.332499673547,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"528",528,0,44,1,"Non-communicable",-14.3664055019202,-7.60033142397113,-0.73191015898824,-7.50082420356051,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"529",529,0,45,0,"All other causes",21.6435948182601,35.0263699208517,48.2563616335966,35.0893186732545,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"530",530,0,45,0,"Cancers",43.6144725513176,55.5268349701137,68.6548220673829,55.7574083114839,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"531",531,0,45,0,"Cardiovascular",74.5118557572521,91.3020774505638,106.729529836131,91.0180350711002,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"532",532,0,45,0,"Communicable",16.434563839117,22.9437507090171,30.7347223995654,23.0431025830723,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"533",533,0,45,0,"Injuries",-6.40242255273238,-0.222390935405834,6.78671529588887,-0.125085603841193,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"534",534,0,45,0,"Non-communicable",-0.507429541260499,9.71542327134938,20.322614333201,9.77772133459914,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"535",535,0,45,1,"All other causes",-1.66640672317648,7.32443161094571,17.3661480177891,7.28681003538642,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"536",536,0,45,1,"Cancers",12.5433896852571,19.1777439948852,27.0209825387745,19.3746890481568,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"537",537,0,45,1,"Cardiovascular",42.3853103973649,52.9320394836991,64.3986955954955,53.0085409071622,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"538",538,0,45,1,"Communicable",7.19487347165318,11.2637798764183,15.3373252671223,11.2998779767275,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"539",539,0,45,1,"Injuries",-19.2261875327606,-15.9890440353713,-13.2078822974965,-16.0697203665318,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"540",540,0,45,1,"Non-communicable",-13.2851296817996,-5.36314857462504,1.54328319642728,-5.41896206766388,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"541",1,2,1,0,"All other causes",41.0456647280335,79.9194599378705,144.769201586907,82.4272248399811,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"542",2,2,1,0,"Cancers",20.9973697476097,71.278913816583,124.719298440465,72.331751955741,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"543",3,2,1,0,"Cardiovascular",-112.252527838048,-25.4493103521468,74.1390081653345,-23.6544242406929,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"544",4,2,1,0,"Communicable",18.3860341715864,48.2502938004487,97.2847294861903,51.3059287652163,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"545",5,2,1,0,"Injuries",68.9963307888696,114.695020998153,174.661560691355,116.505275697976,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"546",6,2,1,0,"Non-communicable",-35.9137522178834,-6.38128588885063,28.6926952666241,-5.46411806524253,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"547",7,2,1,1,"All other causes",15.9840367859677,43.8394651998774,83.465630173827,44.8938572870169,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"548",8,2,1,1,"Cancers",1.21922931967577,26.818049607006,54.6078562312416,27.0512005599913,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"549",9,2,1,1,"Cardiovascular",-106.685623100616,-41.3919636551945,35.1446261576807,-40.3685049838945,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"550",10,2,1,1,"Communicable",-3.17885907039376,10.7762257601016,33.9106231612481,11.9783922602698,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"551",11,2,1,1,"Injuries",-0.501392482481218,14.2447313548259,41.8427005080491,16.0685276232099,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"552",12,2,1,1,"Non-communicable",13.5691201113177,33.05570560101,60.0370929184183,34.0429404651501,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"553",13,2,2,0,"All other causes",39.723274983298,77.1114663800137,140.000893747211,79.582696341409,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"554",14,2,2,0,"Cancers",24.1510263404708,70.962253405641,120.700896710181,71.2014247852461,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"555",15,2,2,0,"Cardiovascular",-102.925957915024,-32.5358317611737,55.9602206510049,-29.7759009309578,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"556",16,2,2,0,"Communicable",23.5431606329578,50.727278007236,96.1608537495967,53.5573625142345,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"557",17,2,2,0,"Injuries",67.0626644860955,107.982606440659,161.154615207626,110.803749316287,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"558",18,2,2,0,"Non-communicable",-32.7599195477327,-6.39671473208678,25.21855548459,-5.30065155939415,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"559",19,2,2,1,"All other causes",19.120298669824,44.0061558413143,83.9691761274765,45.7079416192316,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"560",20,2,2,1,"Cancers",1.1967747198544,26.3548937368853,51.6485081239431,26.4506048478388,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"561",21,2,2,1,"Cardiovascular",-101.206149043469,-42.3082661482798,20.919938719703,-41.5144902845332,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"562",22,2,2,1,"Communicable",-3.49790306571442,9.92381491051619,31.3984549116198,10.8146696318527,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"563",23,2,2,1,"Injuries",0.124069423929093,13.5253402109729,37.4082746142075,15.0213533981763,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"564",24,2,2,1,"Non-communicable",14.2180120398853,33.3618891060945,58.2046284115956,33.861235297766,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"565",25,2,3,0,"All other causes",41.0013865761764,76.9608332239379,135.794617987243,79.5084423013913,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"566",26,2,3,0,"Cancers",26.1302663928379,71.400781459255,119.063465145995,70.9458243645551,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"567",27,2,3,0,"Cardiovascular",-111.473163177068,-41.5790693434633,32.1473753804972,-41.6995714837154,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"568",28,2,3,0,"Communicable",23.3145740916235,50.0854550858701,94.1495183525932,52.7728066881266,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"569",29,2,3,0,"Injuries",64.5275365092775,103.83274180048,152.610169569666,105.53539323939,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"570",30,2,3,0,"Non-communicable",-30.3252386760304,-3.80360433268513,27.2442533894597,-3.09084601049227,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"571",31,2,3,1,"All other causes",21.6332825346542,45.0016035431888,82.0932704506565,46.7809112667759,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"572",32,2,3,1,"Cancers",1.57793629725081,26.3910507526102,51.2234607471286,26.327648087152,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"573",33,2,3,1,"Cardiovascular",-83.5346656926366,-27.0954330657424,34.4426602631213,-26.1021239734187,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"574",34,2,3,1,"Communicable",-3.73848752972408,8.60711002329899,26.0928301227569,9.19651169252056,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"575",35,2,3,1,"Injuries",0.68858487640995,12.7118158474904,35.4858253870132,14.3459752354227,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"576",36,2,3,1,"Non-communicable",15.9578523922662,33.552246399098,56.4394620370504,34.0779300987242,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"577",37,2,4,0,"All other causes",45.7057918764564,79.2859916787904,131.323501674885,81.3931035080428,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"578",38,2,4,0,"Cancers",26.2155764112382,71.0158103852904,120.957643464432,71.4969356802896,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"579",39,2,4,0,"Cardiovascular",-88.2137113293818,-19.3319037774419,49.496943171874,-19.5203630611919,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"580",40,2,4,0,"Communicable",22.4219031728125,47.7614290562211,87.5534164286215,50.7781792405697,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"581",41,2,4,0,"Injuries",62.9733426771862,99.9131882208911,143.045487724349,101.284388130012,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"582",42,2,4,0,"Non-communicable",-27.7675939868956,-3.24358990819642,25.5271069034921,-1.92626696477608,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"583",43,2,4,1,"All other causes",25.5399418340576,47.2625430794465,81.3918776646378,48.7521139853907,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"584",44,2,4,1,"Cancers",3.62976866619376,27.1329818917424,51.0693519711426,27.2092515207273,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"585",45,2,4,1,"Cardiovascular",-57.3718720816965,-1.89953478946947,59.0913256066617,-1.95571411090718,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"586",46,2,4,1,"Communicable",-2.70063311529515,8.25694063459854,23.5274429893307,8.66142974637357,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"587",47,2,4,1,"Injuries",1.43526433453399,11.8910794908335,33.2280040383083,13.8946938815068,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"588",48,2,4,1,"Non-communicable",15.9478243230072,33.9887842258621,55.806748826715,34.268905730553,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"589",49,2,5,0,"All other causes",49.8448517927346,79.1673529007475,126.853374523456,81.1837547370736,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"590",50,2,5,0,"Cancers",26.4838884974372,70.6288991640727,119.223386863476,71.7613021969598,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"591",51,2,5,0,"Cardiovascular",-92.1344273961195,-27.7251004189479,40.6265634566596,-27.0927978876732,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"592",52,2,5,0,"Communicable",18.9761475442191,42.4385549713981,78.9174545425505,45.0137772562346,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"593",53,2,5,0,"Injuries",60.5944429218627,94.9160111546239,136.7699665399,96.3165331674455,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"594",54,2,5,0,"Non-communicable",-26.8563569700378,-0.765413921804409,28.1351117353201,-0.185402682059951,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"595",55,2,5,1,"All other causes",29.5966827938079,50.3625512868354,81.5328374118178,51.9058690867034,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"596",56,2,5,1,"Cancers",3.72292665717055,27.516709607066,51.7996596360516,27.6127798226762,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"597",57,2,5,1,"Cardiovascular",-55.3531335459586,-3.29380093589782,51.9378790559235,-2.87364523211291,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"598",58,2,5,1,"Communicable",-0.597999079882942,9.9962784702168,23.6449951870663,10.2871078163748,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"599",59,2,5,1,"Injuries",2.05305519040896,12.2640257812167,31.729135087459,13.7699517921992,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"600",60,2,5,1,"Non-communicable",17.2397157793484,33.5604069451355,53.0194879175742,33.8762442318673,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"601",61,2,6,0,"All other causes",49.6432500010211,80.4063423932711,122.793406732941,81.8678749151219,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"602",62,2,6,0,"Cancers",26.7301991427515,72.7307645335428,120.327109387052,73.1538886803221,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"603",63,2,6,0,"Cardiovascular",-66.5870166238547,-3.01713267606902,59.5106788336732,-3.10967243845914,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"604",64,2,6,0,"Communicable",24.6457103173084,47.0143194030206,81.7260580271648,48.9808529744741,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"605",65,2,6,0,"Injuries",62.5705023345288,94.676374706099,134.135349782475,95.6944602583531,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"606",66,2,6,0,"Non-communicable",-22.6394416582179,3.0269589931704,29.3789818987128,2.89256856913636,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"607",67,2,6,1,"All other causes",34.7937552031058,53.4648636037981,83.7142951015629,55.9228139828695,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"608",68,2,6,1,"Cancers",4.55436771275247,26.7193534026343,51.4697491975061,27.2444673187618,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"609",69,2,6,1,"Cardiovascular",-23.2367475044314,29.6628700257432,85.7970702000482,29.7921794252446,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"610",70,2,6,1,"Communicable",1.8512714603868,11.9217437415426,24.7581738230314,12.3091925647993,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"611",71,2,6,1,"Injuries",2.4784772805726,12.006476517276,28.8198041817312,13.333360728804,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"612",72,2,6,1,"Non-communicable",16.6123052124151,32.0419383100354,50.5650473454111,32.2963617003119,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"613",73,2,7,0,"All other causes",51.463156139415,80.0053203929121,120.310545236725,81.5319954848449,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"614",74,2,7,0,"Cancers",28.2312534577208,71.5417084559017,121.200449144859,72.2221737020426,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"615",75,2,7,0,"Cardiovascular",-38.4670516363439,24.0175042498765,86.6387343634839,23.7644464503764,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"616",76,2,7,0,"Communicable",26.2737491562764,46.76041327203,79.386632922818,48.5249570211681,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"617",77,2,7,0,"Injuries",60.0403263452309,89.4162227604683,124.783523705285,90.0303744105915,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"618",78,2,7,0,"Non-communicable",-20.7741215815139,5.11280767323397,32.7896065619987,5.23674502727693,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"619",79,2,7,1,"All other causes",38.823474186413,58.3124163292079,87.6250724780958,60.2750976180906,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"620",80,2,7,1,"Cancers",2.59053737094647,24.410851419211,48.0615297784594,24.9459875153809,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"621",81,2,7,1,"Cardiovascular",2.60148144316417,52.5735426971368,106.800928170457,53.1138923319383,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"622",82,2,7,1,"Communicable",2.79863143377954,12.2023449507735,25.1105050435935,12.6114983956058,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"623",83,2,7,1,"Injuries",2.52103353435942,11.4722232382621,27.1741907582172,12.7648494487239,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"624",84,2,7,1,"Non-communicable",16.2631394521108,30.3854523151917,46.8734042906591,30.7015263923616,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"625",85,2,8,0,"All other causes",53.8019367398208,81.2429267846705,119.531950280128,82.8521800783221,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"626",86,2,8,0,"Cancers",25.5715429331827,68.2751927563805,118.140485977315,68.9487011763628,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"627",87,2,8,0,"Cardiovascular",-8.48980158061557,49.6254431310729,112.896356667088,49.5067268849139,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"628",88,2,8,0,"Communicable",24.9969925185008,44.8064677375859,75.2140499729758,46.5438229264863,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"629",89,2,8,0,"Injuries",51.4289855716639,81.1139740024241,112.593882386335,81.8492345476059,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"630",90,2,8,0,"Non-communicable",-17.8581936801252,6.75421212955536,34.3657780310341,7.20332418406889,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"631",91,2,8,1,"All other causes",40.090092770489,59.9051793717187,88.3953223570692,61.5905963851665,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"632",92,2,8,1,"Cancers",2.00263320723355,22.872114336654,46.0256884655504,23.0732082252372,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"633",93,2,8,1,"Cardiovascular",30.0568136464022,77.1128033403958,126.470701450509,77.6076249029741,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"634",94,2,8,1,"Communicable",2.51541287445048,11.1850953672681,23.2089459812542,11.6714370157944,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"635",95,2,8,1,"Injuries",1.65134831859376,9.97641550901873,24.5324255287032,11.0636383620392,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
