"state.n" "year.n" "sex.n" "COD" "rate.difference_LCL" "rate.difference_med" "rate.difference_UCL" "Census_Division" "Census_Region" "stabbrs" "sex" "state" "year"
"448" 20 38 0 "Communicable" 45.6835979148585 53.3475542377217 61.227196899298 "South Atlantic" "South" "MD" "Male" "Maryland" 2006
"449" 20 38 0 "Injuries" 33.2819779510573 37.7642839508327 42.2789971682266 "South Atlantic" "South" "MD" "Male" "Maryland" 2006
"450" 20 38 0 "Non-communicable" 23.3653655106623 30.9937862266745 39.7246571928171 "South Atlantic" "South" "MD" "Male" "Maryland" 2006
"451" 20 38 1 "All other causes" 17.2971888953485 24.0621130131271 30.5980881363048 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"452" 20 38 1 "Cancers" 12.1420879198899 18.1242761328932 24.0440595530763 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"453" 20 38 1 "Cardiovascular" 67.3866447650646 77.7129990533245 88.3631463169781 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"454" 20 38 1 "Communicable" 23.4136479820659 27.9658421069256 32.6960098651061 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"455" 20 38 1 "Injuries" -3.92793609332385 -2.05833879079288 -0.293588929322553 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"456" 20 38 1 "Non-communicable" 6.88283221771986 12.80308653572 18.6196591769389 "South Atlantic" "South" "MD" "Female" "Maryland" 2006
"457" 20 39 0 "All other causes" 25.7473825181296 35.2559046075361 45.6479704322548 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"458" 20 39 0 "Cancers" 47.4440158657673 57.6316115149582 68.8295633560005 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"459" 20 39 0 "Cardiovascular" 83.9063655336456 98.0630299923287 111.967617452778 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"460" 20 39 0 "Communicable" 39.2344668325162 46.5941385116931 53.9501290572172 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"461" 20 39 0 "Injuries" 30.9298792656655 35.4794332969259 39.6173597631186 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"462" 20 39 0 "Non-communicable" 17.3726166219648 26.1588460733088 34.4431483519731 "South Atlantic" "South" "MD" "Male" "Maryland" 2007
"463" 20 39 1 "All other causes" 14.7925794405461 21.2753967186845 27.6030209172417 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"464" 20 39 1 "Cancers" 14.5169672567948 20.0667647643603 26.1015848102096 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"465" 20 39 1 "Cardiovascular" 57.0449967399535 67.9272223075995 77.708677968212 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"466" 20 39 1 "Communicable" 21.3022470524585 25.5144213161247 30.0971975638234 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"467" 20 39 1 "Injuries" -4.39158156864709 -2.54514013400685 -0.633941782193471 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"468" 20 39 1 "Non-communicable" 3.72456026664098 9.43426123782876 14.8538320932787 "South Atlantic" "South" "MD" "Female" "Maryland" 2007
"469" 20 40 0 "All other causes" 24.8409114277261 33.7680415006427 43.9851425476276 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"470" 20 40 0 "Cancers" 42.914536884064 53.6086020800068 64.0546075672118 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"471" 20 40 0 "Cardiovascular" 82.5645359859776 96.3335252920797 109.732784818134 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"472" 20 40 0 "Communicable" 38.380602307406 45.4518921808191 52.605815416896 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"473" 20 40 0 "Injuries" 24.9644156448449 29.4873983095958 34.1660213337702 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"474" 20 40 0 "Non-communicable" 14.5072632505208 21.9773377076266 29.9182672396417 "South Atlantic" "South" "MD" "Male" "Maryland" 2008
"475" 20 40 1 "All other causes" 13.4023745398911 19.6506083169731 26.0118390499858 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"476" 20 40 1 "Cancers" 15.5466289224603 21.2937294492678 27.0463728977876 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"477" 20 40 1 "Cardiovascular" 56.2232559453333 65.8253706265926 75.3786273922019 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"478" 20 40 1 "Communicable" 18.7447644909289 22.7294980148378 26.9634697801061 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"479" 20 40 1 "Injuries" -4.68128690984526 -3.00531391717959 -1.22145472178029 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"480" 20 40 1 "Non-communicable" 2.83349851352261 8.44382740671582 14.0953822747588 "South Atlantic" "South" "MD" "Female" "Maryland" 2008
"481" 20 41 0 "All other causes" 25.4003065442604 34.7108387812347 44.4291108474229 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"482" 20 41 0 "Cancers" 38.1478771537691 48.8574126637622 58.6748693015408 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"483" 20 41 0 "Cardiovascular" 76.7064840793922 89.721472712033 102.14334447527 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"484" 20 41 0 "Communicable" 34.3272906633568 41.3801931550665 48.4859124889699 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"485" 20 41 0 "Injuries" 20.5397313208776 25.0180396259876 29.1676425876527 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"486" 20 41 0 "Non-communicable" 8.47298468550335 16.493217630097 24.0512734803535 "South Atlantic" "South" "MD" "Male" "Maryland" 2009
"487" 20 41 1 "All other causes" 12.3107431203263 18.8315954338782 25.4077646274676 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"488" 20 41 1 "Cancers" 11.3925332065414 17.182023718605 22.6911643158007 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"489" 20 41 1 "Cardiovascular" 53.749677548565 62.9736584059721 72.1002916683172 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"490" 20 41 1 "Communicable" 15.0672388152915 18.6316873534074 22.7954261450432 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"491" 20 41 1 "Injuries" -5.0407501023889 -3.32472508320791 -1.70347130035858 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"492" 20 41 1 "Non-communicable" 3.61233134940324 9.12140777181494 14.7595220687035 "South Atlantic" "South" "MD" "Female" "Maryland" 2009
"493" 20 42 0 "All other causes" 20.0762643574515 28.9134009301759 38.6243321599471 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"494" 20 42 0 "Cancers" 39.0508837461827 48.4646981711472 58.0129809332407 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"495" 20 42 0 "Cardiovascular" 72.3350443910032 85.0459593599818 98.0764143745498 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"496" 20 42 0 "Communicable" 32.48640311516 38.6121456968827 45.4090470322657 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"497" 20 42 0 "Injuries" 16.8898929326289 21.2469876293413 25.353906687106 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"498" 20 42 0 "Non-communicable" 9.01454698440392 15.7692145971643 23.3197372017842 "South Atlantic" "South" "MD" "Male" "Maryland" 2010
"499" 20 42 1 "All other causes" 12.2355497577277 18.7218994826392 25.2097037974418 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"500" 20 42 1 "Cancers" 13.765856035032 19.2155504515661 24.3695498182715 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"501" 20 42 1 "Cardiovascular" 46.6962583364353 54.9073853152902 64.4720290099052 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"502" 20 42 1 "Communicable" 14.120251054621 17.740419839993 21.6589815797253 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"503" 20 42 1 "Injuries" -5.80894011345042 -4.0552498225518 -2.24755938988966 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"504" 20 42 1 "Non-communicable" 1.82573871514567 7.42569723960639 12.7255745898577 "South Atlantic" "South" "MD" "Female" "Maryland" 2010
"505" 20 43 0 "All other causes" 14.4719022106682 23.266373298888 32.7284584331821 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"506" 20 43 0 "Cancers" 34.6279974187322 43.7105342563608 53.0555845497741 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"507" 20 43 0 "Cardiovascular" 61.2246713364488 73.7135969363353 85.3033274788056 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"508" 20 43 0 "Communicable" 23.8467401405634 29.9620658980043 36.1612821935777 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"509" 20 43 0 "Injuries" 14.747159556039 18.8662884402235 23.0321580949843 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"510" 20 43 0 "Non-communicable" 9.58270076835652 16.3508204718159 23.8785309306084 "South Atlantic" "South" "MD" "Male" "Maryland" 2011
"511" 20 43 1 "All other causes" 5.28551433453641 11.8971516343479 18.445728763128 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"512" 20 43 1 "Cancers" 13.929732648416 19.7870529342462 25.297413654202 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"513" 20 43 1 "Cardiovascular" 43.5656465671068 51.7113820847103 60.1330619696157 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"514" 20 43 1 "Communicable" 13.3419867514069 16.7871149550712 20.5053021819034 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"515" 20 43 1 "Injuries" -6.73368622975285 -5.00034920022545 -3.08569311666497 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"516" 20 43 1 "Non-communicable" -2.34544408028176 2.27357609184926 7.76496543378775 "South Atlantic" "South" "MD" "Female" "Maryland" 2011
"517" 20 44 0 "All other causes" 12.159615705931 21.0846594947229 31.0039723958622 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"518" 20 44 0 "Cancers" 32.0522497636963 42.4506702357102 51.851736535582 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"519" 20 44 0 "Cardiovascular" 61.1444104420656 73.9914207365398 86.5819789537186 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"520" 20 44 0 "Communicable" 21.065222325763 26.5008283714634 32.4964865126428 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"521" 20 44 0 "Injuries" 13.2863727478514 17.51827787378 22.0855578932349 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"522" 20 44 0 "Non-communicable" 10.0847704858663 17.2986839578602 24.6054567542898 "South Atlantic" "South" "MD" "Male" "Maryland" 2012
"523" 20 44 1 "All other causes" 8.06894624942865 14.5955741921931 21.5423110543428 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"524" 20 44 1 "Cancers" 11.9204288033538 17.4525131683924 22.8007496960455 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"525" 20 44 1 "Cardiovascular" 38.2654545294832 46.6958448949504 55.6132492238308 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"526" 20 44 1 "Communicable" 11.2265808566324 15.0475915952253 18.8133992484803 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"527" 20 44 1 "Injuries" -7.26653189192127 -5.42931631106432 -3.38073195385663 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"528" 20 44 1 "Non-communicable" -3.76001604017216 0.98112520471404 6.11494919545611 "South Atlantic" "South" "MD" "Female" "Maryland" 2012
"529" 20 45 0 "All other causes" 9.46403240529921 19.2110515472535 28.8684625102261 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"530" 20 45 0 "Cancers" 30.9691606282512 41.2350693469934 51.99939083929 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"531" 20 45 0 "Cardiovascular" 55.9796392539139 69.6526904418935 84.3715269595765 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"532" 20 45 0 "Communicable" 19.4141948129846 25.7082040788298 32.622369410069 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"533" 20 45 0 "Injuries" 11.5758627633363 16.7562824208076 21.7106597368124 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"534" 20 45 0 "Non-communicable" 9.32764314900979 17.3798552153431 26.4176239644732 "South Atlantic" "South" "MD" "Male" "Maryland" 2013
"535" 20 45 1 "All other causes" 3.98579419811865 11.5262330732993 18.4971493257362 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"536" 20 45 1 "Cancers" 10.5470147281737 17.3432785256041 24.1262471363019 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"537" 20 45 1 "Cardiovascular" 38.8075934958507 48.4793870864988 57.7615679946788 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"538" 20 45 1 "Communicable" 11.3884666590341 15.3009318805503 19.6476903444925 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"539" 20 45 1 "Injuries" -6.95346169459912 -5.00214975069241 -2.94838422211569 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"540" 20 45 1 "Non-communicable" -5.42822925595962 -0.170398739212885 4.94325350548812 "South Atlantic" "South" "MD" "Female" "Maryland" 2013
"1" 21 1 0 "All other causes" 41.4878056427294 66.1107283612423 99.6668013364159 67.6969760948558 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"2" 21 1 0 "Cancers" 29.8637164026798 62.9470858612906 97.2822462098904 63.2959285032359 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"3" 21 1 0 "Cardiovascular" -103.942667645352 -35.2356755968275 50.4763112593673 -32.5387372613797 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"4" 21 1 0 "Communicable" 6.79761321724661 36.8846364780175 76.0650825560626 37.9404524942909 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"5" 21 1 0 "Injuries" 81.6822069192495 107.112609662802 136.710117787459 107.628926447222 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"6" 21 1 0 "Non-communicable" 22.24391557785 47.147106656536 83.0439152099339 48.1955445649339 "New England" "Northeast" "MA" "Male" "Massachusetts" 1969
"7" 21 1 1 "All other causes" 29.2093215890559 46.7755524042014 64.9592533512369 47.1513901874382 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"8" 21 1 1 "Cancers" -10.0333931424907 7.39501295716558 27.3595744857475 7.6628981697352 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"9" 21 1 1 "Cardiovascular" -42.9865460415807 4.99371011174367 59.3495815148533 5.37178101618767 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"10" 21 1 1 "Communicable" 13.501290970965 35.1314186890201 64.6961280330237 35.7498069417865 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"11" 21 1 1 "Injuries" -1.45660563408729 10.3786926050787 26.8536429353996 11.1839928955607 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"12" 21 1 1 "Non-communicable" 13.4073276647851 28.9330845955046 48.6889277667822 29.3486550730349 "New England" "Northeast" "MA" "Female" "Massachusetts" 1969
"13" 21 2 0 "All other causes" 47.6800108773867 71.0617241553974 102.515592124539 72.0974362017625 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"14" 21 2 0 "Cancers" 33.9051330381185 64.0409515298262 93.4881216681635 64.2031723816136 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"15" 21 2 0 "Cardiovascular" -111.080279561524 -50.0340955329912 17.5643082017278 -49.14025310294 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"16" 21 2 0 "Communicable" 5.00739128609148 31.1736015645466 65.0505868703041 32.2412618461529 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"17" 21 2 0 "Injuries" 82.5106219560773 105.27941017228 129.045723327215 105.374754557769 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"18" 21 2 0 "Non-communicable" 21.4432624034111 44.2156703963865 75.7226900176292 45.0498875319249 "New England" "Northeast" "MA" "Male" "Massachusetts" 1970
"19" 21 2 1 "All other causes" 32.5331705515431 48.3429215096489 64.5938467793856 48.5776901507837 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"20" 21 2 1 "Cancers" -9.17572143052804 7.13734837426097 25.9578149076843 7.60704749808461 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"21" 21 2 1 "Cardiovascular" -16.4023420511642 28.3233878695838 76.2877247132029 28.9593201969453 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"22" 21 2 1 "Communicable" 15.4611260811197 34.1516181879015 58.8853545852822 34.7628435251072 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"23" 21 2 1 "Injuries" -0.797997211418265 9.96073868597015 24.0949425140917 10.4751426704567 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"24" 21 2 1 "Non-communicable" 13.2105547826576 28.1091717673052 45.9847925220083 28.2808563757705 "New England" "Northeast" "MA" "Female" "Massachusetts" 1970
"25" 21 3 0 "All other causes" 45.2692691942122 68.149391808585 96.0004137921973 69.1432778189204 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"26" 21 3 0 "Cancers" 34.8759415572313 63.0729303936197 90.9869969845692 62.5937436040485 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"27" 21 3 0 "Cardiovascular" -108.63791374059 -55.0729672395896 2.03220675679148 -55.7738786657163 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"28" 21 3 0 "Communicable" 9.48750056944154 34.337737156078 65.5555810742094 35.1030157597446 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"29" 21 3 0 "Injuries" 88.6224084745026 110.05331468313 133.929598930681 110.179868345732 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"30" 21 3 0 "Non-communicable" 18.312630979027 40.0899766871604 65.7454963698967 40.7601509368046 "New England" "Northeast" "MA" "Male" "Massachusetts" 1971
"31" 21 3 1 "All other causes" 37.102851416867 51.7810054654568 66.0959050668276 51.7648038330084 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"32" 21 3 1 "Cancers" -10.1640067135802 4.82294789303644 21.5338069646859 5.03586293417326 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"33" 21 3 1 "Cardiovascular" -7.06987198608047 35.3744651932012 79.9274089257873 36.1026261385111 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"34" 21 3 1 "Communicable" 13.4003409537315 32.3979128846363 52.6608689395195 32.6536678826168 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"35" 21 3 1 "Injuries" -0.891617137590964 9.44207281752793 22.317596308135 9.61873597157677 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"36" 21 3 1 "Non-communicable" 13.0738637390931 27.3962651074337 43.6591787779312 27.650271543972 "New England" "Northeast" "MA" "Female" "Massachusetts" 1971
"37" 21 4 0 "All other causes" 39.8910883077984 63.36749649352 88.6042502233811 63.3244632157473 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"38" 21 4 0 "Cancers" 36.4201450102594 60.385962542822 85.1235783897553 60.5257520470324 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"39" 21 4 0 "Cardiovascular" -122.77485745095 -66.7369484014679 -8.27565493142586 -66.6123622947481 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"40" 21 4 0 "Communicable" 1.30692140641167 25.1881526292417 55.89734142438 26.324062098288 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"41" 21 4 0 "Injuries" 85.9539889812286 106.032931441365 128.219678529533 106.174514238088 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"42" 21 4 0 "Non-communicable" 15.8494281961548 37.0333721721464 61.0392999478541 37.2675321133984 "New England" "Northeast" "MA" "Male" "Massachusetts" 1972
"43" 21 4 1 "All other causes" 37.9002464040119 51.8514450994872 65.992647223674 51.8127622900318 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"44" 21 4 1 "Cancers" -11.0530670484236 3.25116571876393 19.8292808377567 3.57373910303819 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"45" 21 4 1 "Cardiovascular" -13.9672136447839 20.6870974830976 60.5118675369398 21.7414587724082 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"46" 21 4 1 "Communicable" 10.5224069553257 27.0337466673882 46.266506624984 27.3130114972491 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"47" 21 4 1 "Injuries" 1.5371326010892 10.6329418413517 21.7328608025066 10.793671952851 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"48" 21 4 1 "Non-communicable" 12.2072129772819 26.6968226026523 41.1672491670259 26.7485391072698 "New England" "Northeast" "MA" "Female" "Massachusetts" 1972
"49" 21 5 0 "All other causes" 38.5918191844614 60.5599587110557 84.3675037969691 61.0284834900288 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"50" 21 5 0 "Cancers" 34.4367761100901 60.3654183787234 86.2667692367242 60.0485576085291 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"51" 21 5 0 "Cardiovascular" -128.293118737451 -77.2750145047744 -21.0142868624823 -76.7294269002463 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"52" 21 5 0 "Communicable" 1.46389815148665 25.0184515468419 53.5329504112442 25.7232935616847 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"53" 21 5 0 "Injuries" 76.8272617234335 93.5015889925859 114.400110915916 94.4069712914564 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"54" 21 5 0 "Non-communicable" 12.3674486908165 31.6410462554734 56.7986337603812 32.7713582483008 "New England" "Northeast" "MA" "Male" "Massachusetts" 1973
"55" 21 5 1 "All other causes" 40.4972915844369 54.271366595313 67.6204874647877 54.0342128864798 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"56" 21 5 1 "Cancers" -11.824184143078 2.53789773755454 17.3367579964529 2.74299307563906 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"57" 21 5 1 "Cardiovascular" -35.9673770916884 -0.548744917967554 35.1623122021686 0.0431993601203891 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"58" 21 5 1 "Communicable" 8.64842626357462 24.1857326677092 43.5377814520149 24.5317375435033 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"59" 21 5 1 "Injuries" 1.48707457454702 9.90988612536134 19.4822821590075 10.0530734756043 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"60" 21 5 1 "Non-communicable" 12.7248921509714 25.5649390213461 39.6932808833326 25.9173331638983 "New England" "Northeast" "MA" "Female" "Massachusetts" 1973
"61" 21 6 0 "All other causes" 35.3067210365426 58.2579596707559 80.7485858506728 58.2209734551571 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"62" 21 6 0 "Cancers" 31.0773229188998 54.7558721103833 79.8308543783192 54.6731168642397 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"63" 21 6 0 "Cardiovascular" -114.273084111366 -64.6775546473207 -17.7012283450028 -65.1970071997723 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"64" 21 6 0 "Communicable" 3.3840575359421 26.3186245901119 53.2560645894955 26.690032638157 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"65" 21 6 0 "Injuries" 66.6439908160658 83.3583650361942 104.391021299192 83.9454003161562 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"66" 21 6 0 "Non-communicable" 10.4963361527167 30.0655216014405 52.2146905800828 30.5635999663854 "New England" "Northeast" "MA" "Male" "Massachusetts" 1974
"67" 21 6 1 "All other causes" 38.7164424798794 51.0712697183045 64.1520321183012 51.375613185331 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"68" 21 6 1 "Cancers" -11.6838468910599 0.497070876516801 13.1814334449005 0.54935240170028 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"69" 21 6 1 "Cardiovascular" -33.9351922484551 0.56350652431243 36.0190355528828 0.545191304627611 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"70" 21 6 1 "Communicable" 9.91920356212889 24.3829404294221 40.8386744908647 24.4318176584713 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"71" 21 6 1 "Injuries" 1.13258689978512 9.59424136992634 18.8224403534115 9.72256672652944 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"72" 21 6 1 "Non-communicable" 12.6664285944235 25.5153997742935 38.15888478097 25.3585834593059 "New England" "Northeast" "MA" "Female" "Massachusetts" 1974
"73" 21 7 0 "All other causes" 35.7803596420312 55.4046282139488 77.1648434798163 55.4011209517628 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"74" 21 7 0 "Cancers" 26.2894591977561 48.4887811436857 72.8667853160863 48.5007033337349 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"75" 21 7 0 "Cardiovascular" -96.17555244702 -47.2136135558974 1.63744906172078 -47.5149505050855 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"76" 21 7 0 "Communicable" 4.10147961080554 27.3239338677041 56.4714367833315 27.8657202223761 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"77" 21 7 0 "Injuries" 60.2998524461821 75.9168298306319 94.6397745820044 76.2823818900137 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"78" 21 7 0 "Non-communicable" 7.30836719360166 27.4937384533505 48.585153719326 27.4208134002862 "New England" "Northeast" "MA" "Male" "Massachusetts" 1975
"79" 21 7 1 "All other causes" 39.3978569836631 51.652414410738 64.1777030424874 51.6694909732718 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"80" 21 7 1 "Cancers" -15.1074935433079 -2.8064985351397 10.3560022602842 -2.44131508236915 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"81" 21 7 1 "Cardiovascular" -19.3186172252466 14.6835637693968 50.0140760846667 15.1086164325872 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"82" 21 7 1 "Communicable" 10.5674863878932 23.0944451377398 39.6774920558262 23.7854760672806 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"83" 21 7 1 "Injuries" 3.17560854416113 10.012703585413 19.0949549692032 10.3159641710227 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"84" 21 7 1 "Non-communicable" 13.0034255207841 25.706428233525 37.5735473171406 25.5778179343302 "New England" "Northeast" "MA" "Female" "Massachusetts" 1975
"85" 21 8 0 "All other causes" 35.7274910133555 54.7995752051665 74.0793188187641 54.8938681643027 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"86" 21 8 0 "Cancers" 24.4532991315581 47.7316788743759 70.1551170015069 47.3754366389751 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"87" 21 8 0 "Cardiovascular" -104.964830780813 -57.8500121481524 -6.67454473555168 -56.8348248770159 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"88" 21 8 0 "Communicable" -5.52674621681883 16.3315498544595 43.9156089450208 16.8896936167506 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"89" 21 8 0 "Injuries" 51.5627864574533 65.9659257756903 84.7334273373498 66.149007030643 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"90" 21 8 0 "Non-communicable" 6.40717858348812 25.8337531868864 47.0629786782604 26.064149579933 "New England" "Northeast" "MA" "Male" "Massachusetts" 1976
"91" 21 8 1 "All other causes" 38.3250266977895 49.7512236108033 61.2394028728345 49.7824138903827 "New England" "Northeast" "MA" "Female" "Massachusetts" 1976
"92" 21 8 1 "Cancers" -16.0492414055182 -3.7066393982425 9.03379111299815 -3.64952766733847 "New England" "Northeast" "MA" "Female" "Massachusetts" 1976
