"","X","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year","state.reorder"
"483",483,0,41,0,"Cardiovascular",86.8731477041037,102.658532148563,117.947380481255,102.513854762355,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"484",484,0,41,0,"Communicable",22.6253609251545,28.7187512591,35.3488110498984,28.7707669084478,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"485",485,0,41,0,"Injuries",-7.92333924937677,-2.41669171507252,3.13253135602355,-2.41878785319635,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"486",486,0,41,0,"Non-communicable",15.1804176896593,24.5571048102107,34.3534374729875,24.7297727742675,"East South Central","South","AL","Male","Alabama",2009,"Alabama"
"487",487,0,41,1,"All other causes",16.4997996127253,23.9813762877377,31.5963887921516,23.9845571986846,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"488",488,0,41,1,"Cancers",11.2140109487781,17.1996080827725,23.7674345907742,17.2326357659554,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"489",489,0,41,1,"Cardiovascular",46.3954719239475,56.5659266272376,66.9557168663887,56.4304057144474,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"490",490,0,41,1,"Communicable",9.30302130904397,12.9077070131212,16.6567497470318,12.9086420532438,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"491",491,0,41,1,"Injuries",-18.8567211954468,-16.3524579077364,-13.8751454393089,-16.3565967631888,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"492",492,0,41,1,"Non-communicable",-2.47523859098793,4.13878123932616,10.374000519011,3.99248789205855,"East South Central","South","AL","Female","Alabama",2009,"Alabama"
"493",493,0,42,0,"All other causes",39.334043238503,50.8120874867669,62.0590449362803,50.8410161566981,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"494",494,0,42,0,"Cancers",47.9036672568896,59.7203934264501,71.7486078639131,59.9505279253283,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"495",495,0,42,0,"Cardiovascular",83.8908578328066,97.8246979578128,113.296923800564,97.9847172529639,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"496",496,0,42,0,"Communicable",16.4092068235448,22.3583804447992,28.0547131082198,22.3773922116215,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"497",497,0,42,0,"Injuries",-8.80049197728393,-3.65399010609757,2.09388127792658,-3.48659379637251,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"498",498,0,42,0,"Non-communicable",10.6412369643411,19.6171655501016,27.918491639596,19.6871921440577,"East South Central","South","AL","Male","Alabama",2010,"Alabama"
"499",499,0,42,1,"All other causes",11.2845324039925,19.4027076285166,27.5952991712993,19.3889209146624,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"500",500,0,42,1,"Cancers",11.2875567342872,17.2333507462639,23.3884193115449,17.2898540945852,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"501",501,0,42,1,"Cardiovascular",45.9830163413003,56.5502130412436,67.9564844690488,56.7341590778473,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"502",502,0,42,1,"Communicable",7.70089401748989,11.0231015934068,14.5872457013936,11.1071368130656,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"503",503,0,42,1,"Injuries",-19.3285095754201,-16.8025411030304,-14.2733369779588,-16.8107771835202,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"504",504,0,42,1,"Non-communicable",-5.72851860142596,1.06844243731157,7.84323811268528,0.975982307975658,"East South Central","South","AL","Female","Alabama",2010,"Alabama"
"505",505,0,43,0,"All other causes",30.3389848270965,42.238457690699,53.1062265721835,42.0772675971812,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"506",506,0,43,0,"Cancers",47.3991172994082,58.1382145322354,69.8719300916263,58.3050767234455,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"507",507,0,43,0,"Cardiovascular",77.5494862984363,91.7900441551545,107.18732505375,91.9854051126265,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"508",508,0,43,0,"Communicable",16.4100853426418,22.3954196627616,28.4999170393917,22.4855983101761,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"509",509,0,43,0,"Injuries",-8.02555466260094,-2.14625585174769,3.78004437656693,-2.18717887627485,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"510",510,0,43,0,"Non-communicable",9.31525834414002,18.0439200884401,26.8881461147386,18.0678225463334,"East South Central","South","AL","Male","Alabama",2011,"Alabama"
"511",511,0,43,1,"All other causes",6.1275229783461,14.2579244431238,22.3024164917861,14.1984368383342,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"512",512,0,43,1,"Cancers",12.603518373807,18.7988940702494,24.6725064781429,18.7220073133654,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"513",513,0,43,1,"Cardiovascular",45.5231744589107,56.0462157052679,66.8673949922318,56.1628466835759,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"514",514,0,43,1,"Communicable",7.9037112885322,10.9928807273883,15.1863035242058,11.0422186215693,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"515",515,0,43,1,"Injuries",-19.4294513654776,-16.9778277629603,-14.3593777505418,-16.9987510310821,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"516",516,0,43,1,"Non-communicable",-10.9149346960348,-4.33778884643563,2.29519628417743,-4.31810657714961,"East South Central","South","AL","Female","Alabama",2011,"Alabama"
"517",517,0,44,0,"All other causes",24.0420536748449,35.1256286847329,45.9213907199425,35.0301859428989,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"518",518,0,44,0,"Cancers",43.5957388310279,55.0657240244577,66.4512581249533,54.8380695514752,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"519",519,0,44,0,"Cardiovascular",76.6758913798762,91.8897369063715,105.792448822183,91.9752680599752,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"520",520,0,44,0,"Communicable",20.5266877450144,26.4790130627341,32.7549884659966,26.3983811079437,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"521",521,0,44,0,"Injuries",-6.29569033700695,-0.443844883234362,5.34131066734249,-0.348842699425866,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"522",522,0,44,0,"Non-communicable",5.26978886056037,13.9105839137418,22.6953319925214,13.846548638834,"East South Central","South","AL","Male","Alabama",2012,"Alabama"
"523",523,0,44,1,"All other causes",-1.394596035281,6.94084119234884,15.5281047013802,6.96201452637959,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"524",524,0,44,1,"Cancers",13.3149261650877,19.4983447257325,25.9354298861484,19.3911261071706,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"525",525,0,44,1,"Cardiovascular",43.783391066845,53.8842710110694,63.4895260828163,53.8254553105951,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"526",526,0,44,1,"Communicable",7.03481139422118,10.5148942743608,14.5121016740903,10.5563267525548,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"527",527,0,44,1,"Injuries",-18.9484743032241,-16.2306357242021,-13.5948587391628,-16.2242136048819,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"528",528,0,44,1,"Non-communicable",-13.4490277104408,-7.59385768786262,-1.0855569823207,-7.50160010035951,"East South Central","South","AL","Female","Alabama",2012,"Alabama"
"529",529,0,45,0,"All other causes",22.3995120049613,35.2862966009459,47.5280030178444,35.3917222090034,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"530",530,0,45,0,"Cancers",42.9980929063248,56.5425359085219,69.2936313601523,56.4028873005062,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"531",531,0,45,0,"Cardiovascular",74.4988108491921,90.7217626299514,105.661101920366,90.5265959225618,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"532",532,0,45,0,"Communicable",16.2684757618106,22.8362363424872,30.5281802240707,23.0718830039268,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"533",533,0,45,0,"Injuries",-6.75708816570231,-0.119485049986764,6.40787338910982,-0.0727634320884983,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"534",534,0,45,0,"Non-communicable",-0.741251527688494,9.68151837720579,21.026585081056,9.77463456344393,"East South Central","South","AL","Male","Alabama",2013,"Alabama"
"535",535,0,45,1,"All other causes",-1.43652208576805,7.62671100579685,17.197108514963,7.46543278442462,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"536",536,0,45,1,"Cancers",12.5694140960162,19.5936177277024,26.6078524706842,19.5381201776182,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"537",537,0,45,1,"Cardiovascular",41.2884243136939,52.9730350304645,65.2312840165988,52.9448533653648,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"538",538,0,45,1,"Communicable",7.06971984651912,11.2129251501267,15.4107370897815,11.2267177169696,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"539",539,0,45,1,"Injuries",-18.9958209672622,-16.0120183360408,-12.7713282806122,-15.9744808252111,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"540",540,0,45,1,"Non-communicable",-12.7924046310475,-5.31849014966105,2.02110445525257,-5.31073801785939,"East South Central","South","AL","Female","Alabama",2013,"Alabama"
"541",1,2,1,0,"All other causes",43.1742718780489,83.3973795166532,141.254522231426,85.2940222124324,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"542",2,2,1,0,"Cancers",22.4080098205569,72.6489111976451,126.928864407801,73.705859064463,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"543",3,2,1,0,"Cardiovascular",-104.618687722324,-23.4911111170514,63.8144847328942,-21.1442442848918,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"544",4,2,1,0,"Communicable",23.5227258281643,52.1378368503585,103.1328983839,54.9388622283797,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"545",5,2,1,0,"Injuries",63.7754673510109,114.597833120738,169.440093302908,115.599448786167,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"546",6,2,1,0,"Non-communicable",-33.9628710156974,-7.52021384415319,34.4973415000094,-6.08887343344611,"Mountain","West","AZ","Male","Arizona",1969,"Arizona"
"547",7,2,1,1,"All other causes",12.234773561478,40.0311491818405,73.6617002714079,40.4992451110864,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"548",8,2,1,1,"Cancers",2.77527347024023,27.7798834078613,62.2485902718633,28.7464311446848,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"549",9,2,1,1,"Cardiovascular",-108.811482178868,-43.2671910819734,22.662228882158,-42.8317740161738,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"550",10,2,1,1,"Communicable",-4.70874766973596,10.1616528401603,34.4355919310509,11.8799656657909,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"551",11,2,1,1,"Injuries",-0.838287554007507,15.2168883506901,50.4298082540162,17.7051812460495,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"552",12,2,1,1,"Non-communicable",11.632975970875,31.9522856383108,57.8782206909893,32.7286983657918,"Mountain","West","AZ","Female","Arizona",1969,"Arizona"
"553",13,2,2,0,"All other causes",40.48021614331,79.7140127222689,129.657463918377,81.1483076514088,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"554",14,2,2,0,"Cancers",27.7014927074638,72.4990356724888,123.353488433351,73.0888218655036,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"555",15,2,2,0,"Cardiovascular",-99.6631326639984,-28.1103521083908,51.0231132547756,-26.8861320872619,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"556",16,2,2,0,"Communicable",28.2740354957677,54.4679222485379,100.755505964832,57.2145133827822,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"557",17,2,2,0,"Injuries",57.3266801981298,108.825574724884,161.44848983551,109.406207167179,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"558",18,2,2,0,"Non-communicable",-33.0643293762536,-6.88367136206323,33.3458676458158,-5.6236214915921,"Mountain","West","AZ","Male","Arizona",1970,"Arizona"
"559",19,2,2,1,"All other causes",14.4784298371925,41.880185613928,71.3282427386226,41.5427831098473,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"560",20,2,2,1,"Cancers",2.88680784259551,27.9827726410717,60.0879713892286,28.5617197549032,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"561",21,2,2,1,"Cardiovascular",-100.961995508863,-43.3043980967864,19.0159394808411,-43.4013516359024,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"562",22,2,2,1,"Communicable",-3.97062983371095,9.7658743494465,31.6938560896126,11.0089325317973,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"563",23,2,2,1,"Injuries",-0.441992519789873,14.6756056959798,46.6271559442322,16.6166230139859,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"564",24,2,2,1,"Non-communicable",12.5273896211542,31.5427002537873,56.3196587948193,32.7981795721106,"Mountain","West","AZ","Female","Arizona",1970,"Arizona"
"565",25,2,3,0,"All other causes",42.5807334291344,78.7875396432882,121.677084658276,80.5368162520995,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"566",26,2,3,0,"Cancers",28.2062668744472,71.8547450317751,120.671467910059,72.7483132620589,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"567",27,2,3,0,"Cardiovascular",-108.507721810893,-38.720519156277,32.1306332897438,-38.4720057203273,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"568",28,2,3,0,"Communicable",28.558013481879,53.7852325552301,96.2925103528885,56.5601219659412,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"569",29,2,3,0,"Injuries",55.9282849338437,104.032092738597,153.795081562664,104.162102966244,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"570",30,2,3,0,"Non-communicable",-29.4432284530267,-4.69540257280118,34.0999799568872,-3.09103738917251,"Mountain","West","AZ","Male","Arizona",1971,"Arizona"
"571",31,2,3,1,"All other causes",17.0840215534659,43.4202241500502,70.2445138743329,43.1401367103227,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"572",32,2,3,1,"Cancers",3.87160999886473,27.2806560847495,57.2478918548349,28.3200495695315,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"573",33,2,3,1,"Cardiovascular",-82.9545552161529,-29.0795452063839,26.2415615406828,-28.3409530042442,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"574",34,2,3,1,"Communicable",-4.32406267906701,8.23366844374723,28.4782028918757,9.5750248156533,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"575",35,2,3,1,"Injuries",-0.798402857559237,13.750958989557,42.1828033071992,15.2880538186458,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"576",36,2,3,1,"Non-communicable",13.6753634033628,32.1654739233094,55.3782966533444,33.1753867029701,"Mountain","West","AZ","Female","Arizona",1971,"Arizona"
"577",37,2,4,0,"All other causes",44.9001832281642,80.349819365755,123.431836743151,81.9729690678448,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"578",38,2,4,0,"Cancers",31.7183359454697,71.8892276120698,117.409664817521,72.7696797952253,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"579",39,2,4,0,"Cardiovascular",-83.3254729548948,-17.8550672518058,48.3543177133887,-17.6786778550275,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"580",40,2,4,0,"Communicable",28.5518215801747,51.9701244090694,93.7058677552633,54.6120789218012,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"581",41,2,4,0,"Injuries",51.564505880213,100.327432480458,146.643926006008,100.269648075802,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"582",42,2,4,0,"Non-communicable",-27.5461429135557,-2.98933026638052,32.7588397034445,-1.84724604352878,"Mountain","West","AZ","Male","Arizona",1972,"Arizona"
"583",43,2,4,1,"All other causes",21.3548556531044,45.1592013968647,71.763510120143,45.0507936016988,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"584",44,2,4,1,"Cancers",5.0025268419104,28.6541492941271,56.5834708513487,29.0473660115788,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"585",45,2,4,1,"Cardiovascular",-53.6878030867178,-6.52621360851998,48.9870325649439,-4.49660456970441,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"586",46,2,4,1,"Communicable",-3.0820149853523,7.7914838468068,24.8556305774625,8.76968869876975,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"587",47,2,4,1,"Injuries",0.136520568061213,13.1585308363443,37.4955815325909,14.576997572237,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"588",48,2,4,1,"Non-communicable",15.4069658755836,32.1971590800782,54.7200079963721,33.2132310690973,"Mountain","West","AZ","Female","Arizona",1972,"Arizona"
"589",49,2,5,0,"All other causes",46.851534525459,80.3133637843396,117.380395471334,81.0025655857776,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"590",50,2,5,0,"Cancers",32.3931371017246,70.6521565008036,116.437303199796,72.1875538228803,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"591",51,2,5,0,"Cardiovascular",-85.9884616515311,-27.384176051163,35.2767392861414,-27.0102950759784,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"592",52,2,5,0,"Communicable",24.0587841775316,46.6580581027263,88.9770025222631,49.2715585383233,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"593",53,2,5,0,"Injuries",51.8231822616836,94.907014819914,137.79058834193,95.0395592154794,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"594",54,2,5,0,"Non-communicable",-24.2688123578037,-1.05986912536098,30.443943051334,0.0202806020457437,"Mountain","West","AZ","Male","Arizona",1973,"Arizona"
"595",55,2,5,1,"All other causes",25.6866473571013,47.8952625722478,72.5119390298058,48.2386777771791,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"596",56,2,5,1,"Cancers",5.16829438807951,29.2961278608089,55.3539327248501,29.5038768701844,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"597",57,2,5,1,"Cardiovascular",-53.6140339618606,-6.01353650338703,47.5545745185611,-5.00205449915718,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"598",58,2,5,1,"Communicable",-1.29046946285979,9.672808043956,26.3399388416807,10.4606880835925,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"599",59,2,5,1,"Injuries",0.756303548903554,13.0338943872763,33.6839659524324,14.1311055552168,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"600",60,2,5,1,"Non-communicable",15.6170148974225,32.3005962491108,52.5616551916274,32.8290566270368,"Mountain","West","AZ","Female","Arizona",1973,"Arizona"
"601",61,2,6,0,"All other causes",49.2780085534858,80.4569897144015,114.738071837635,80.9275841859385,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"602",62,2,6,0,"Cancers",33.0410889335148,71.7433436508401,116.289949860095,73.0783729533301,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"603",63,2,6,0,"Cardiovascular",-60.2093759086169,-3.64139309938298,59.9001477639156,-1.93865063159824,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"604",64,2,6,0,"Communicable",30.4460112595226,51.3014114348665,87.5688900269361,53.4958069839215,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"605",65,2,6,0,"Injuries",54.7582970606746,92.9497149225713,136.789010491796,93.8626633397094,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"606",66,2,6,0,"Non-communicable",-20.3127602570894,2.05189192583832,33.8343637554288,3.16482097236188,"Mountain","West","AZ","Male","Arizona",1974,"Arizona"
"607",67,2,6,1,"All other causes",29.1913366986392,52.1800375752133,74.2887118614391,52.2549562336267,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"608",68,2,6,1,"Cancers",5.23067911294699,29.2969719010563,54.6410287564734,29.0369651714545,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"609",69,2,6,1,"Cardiovascular",-18.4581509594531,26.2086935674934,78.5061820093552,26.7669152077568,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"610",70,2,6,1,"Communicable",1.66897388504366,11.8083364767803,26.7506922202428,12.6157306445188,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"611",71,2,6,1,"Injuries",1.02638521657995,12.6810445195408,30.7292667367706,13.5591538943931,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"612",72,2,6,1,"Non-communicable",15.2073441776385,30.6229861775887,50.9770408681448,31.6211740620564,"Mountain","West","AZ","Female","Arizona",1974,"Arizona"
"613",73,2,7,0,"All other causes",49.3430928395124,79.2794458303303,111.83987833523,79.4006436906297,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"614",74,2,7,0,"Cancers",31.613528591143,69.8644193423385,114.587418296496,71.3078123941848,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"615",75,2,7,0,"Cardiovascular",-29.7996021714919,26.2614140836012,87.3604161215018,26.1567038422889,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"616",76,2,7,0,"Communicable",29.3318880051066,51.2953247074862,85.3358601169518,53.1228759108639,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"617",77,2,7,0,"Injuries",51.495108998578,87.7959480980152,125.245300208203,88.6034721696992,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"618",78,2,7,0,"Non-communicable",-17.1152005062699,4.46670122253868,33.8603455897134,5.43410523215565,"Mountain","West","AZ","Male","Arizona",1975,"Arizona"
"619",79,2,7,1,"All other causes",34.7112626546818,56.5225126234938,79.2259325937555,56.4486918572958,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"620",80,2,7,1,"Cancers",3.38696389374227,26.170261318868,49.5191089788824,26.3655560076936,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"621",81,2,7,1,"Cardiovascular",5.76181564493536,48.8799622622943,96.1524942996399,49.555079716127,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"622",82,2,7,1,"Communicable",2.48033599214823,12.3155760777285,26.5114656870371,12.9944527578527,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"623",83,2,7,1,"Injuries",1.35734893647589,12.1098984117854,28.9352455826358,12.9376536708739,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"624",84,2,7,1,"Non-communicable",14.7355049669732,29.3732751171412,50.4161609922315,30.1511227865541,"Mountain","West","AZ","Female","Arizona",1975,"Arizona"
"625",85,2,8,0,"All other causes",52.0196730399731,79.1729343114276,111.730234909063,80.1732837603883,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"626",86,2,8,0,"Cancers",30.5033436184085,65.9637970628075,105.085204953997,67.152145261313,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"627",87,2,8,0,"Cardiovascular",-4.84304125554147,52.9213985455514,111.65746817689,52.3616339808327,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"628",88,2,8,0,"Communicable",29.773479232851,49.3950795607559,82.421543224421,51.4426915626616,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"629",89,2,8,0,"Injuries",46.6497402668559,79.4995785477667,116.748147306453,80.6305940871718,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"630",90,2,8,0,"Non-communicable",-15.4833409272187,6.69488553392229,35.2083265526595,7.63669522474862,"Mountain","West","AZ","Male","Arizona",1976,"Arizona"
"631",91,2,8,1,"All other causes",37.3089414278882,58.6548906444443,79.6134710915085,58.1450168183501,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"632",92,2,8,1,"Cancers",0.697592316869323,24.6043302854159,45.9540972888467,24.3459563071732,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"633",93,2,8,1,"Cardiovascular",32.0347474098187,74.1077745201205,126.058014195942,74.9277695034267,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"634",94,2,8,1,"Communicable",1.63006594113102,11.3689772190692,24.5627440729284,11.9481899228907,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"635",95,2,8,1,"Injuries",-0.0630750298099458,10.3682667161398,25.5680747924635,11.1163511186804,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"636",96,2,8,1,"Non-communicable",12.9803370391359,27.8743258133663,48.1321110038096,28.4206485752252,"Mountain","West","AZ","Female","Arizona",1976,"Arizona"
"637",97,2,9,0,"All other causes",54.4923921908701,80.7688409711535,109.915921571608,80.9885859282384,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"638",98,2,9,0,"Cancers",25.9114272742658,63.7407902482959,102.125093298642,64.6013449392962,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"639",99,2,9,0,"Cardiovascular",-6.44558637098235,49.5698936219022,105.827153307616,49.5756816471145,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"640",100,2,9,0,"Communicable",31.7201410727034,51.8759376036591,82.4657374222762,53.5619813515721,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"641",101,2,9,0,"Injuries",38.8811089258505,68.283771861311,102.233752327793,69.2803011323514,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"642",102,2,9,0,"Non-communicable",-9.36229404408808,11.8592575839142,39.6623751240584,12.4273336754673,"Mountain","West","AZ","Male","Arizona",1977,"Arizona"
"643",103,2,9,1,"All other causes",38.8243422008064,58.0916156146711,78.7282771825773,58.3123741744628,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"644",104,2,9,1,"Cancers",0.741602179273293,23.4201075964597,45.1197830676817,23.106329122443,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"645",105,2,9,1,"Cardiovascular",45.3046011785219,90.7065336464366,141.875838419586,92.0283787114863,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"646",106,2,9,1,"Communicable",2.98567536054223,12.3364223100768,24.8899435800817,12.8589888489998,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"647",107,2,9,1,"Injuries",-0.474776254563127,8.79623822837347,23.4899131148914,9.73707398615471,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"648",108,2,9,1,"Non-communicable",12.6093138204619,26.7414378937028,46.1746257386834,27.309247415737,"Mountain","West","AZ","Female","Arizona",1977,"Arizona"
"649",109,2,10,0,"All other causes",55.3402490341765,81.9755781224834,111.569870617173,82.4356062365884,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"650",110,2,10,0,"Cancers",24.8885711590187,60.7810399072587,100.127695490594,61.5231692442244,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"651",111,2,10,0,"Cardiovascular",-12.5367254153339,41.3764283594548,97.4059248342075,41.6275768439365,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"652",112,2,10,0,"Communicable",29.3791830582292,48.6208136535893,78.1824157926433,50.2524648565034,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"653",113,2,10,0,"Injuries",31.0495525912553,58.1264433493431,90.7260464186619,58.9037905675383,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"654",114,2,10,0,"Non-communicable",-8.193538336379,14.1658276013049,41.3942725544316,14.7377642306749,"Mountain","West","AZ","Male","Arizona",1978,"Arizona"
"655",115,2,10,1,"All other causes",37.5093643737723,56.6288844076613,76.6553656486099,56.6259568685055,"Mountain","West","AZ","Female","Arizona",1978,"Arizona"
"656",116,2,10,1,"Cancers",-0.413980676043144,21.241560005449,42.7501001048851,21.1411305017876,"Mountain","West","AZ","Female","Arizona",1978,"Arizona"
